Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"Chief Engineer, PWD, Roads, Assam, Chandmari, Ghy","O/o the Chief Engineer, Roads,PWRD Assam, chandmari, Guwahati-781003","18,62,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Document,Public Works Roads Department,CE/DEV/TB/92/2022-23/03,2022_PWD_27440_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,25-Oct-2022 05:00 PM,18-Nov-2022 02:30 PM,25-Oct-2022 05:00 PM,17-Nov-2022 02:00 PM,25-Oct-2022 05:00 PM ,09-Nov-2022 12:00 PM ,10-Nov-2022 02:00 PM,17-Nov-2022 02:00 PM,31-Dec-2022 03:00 PM,"18,620",Nil,Nil,No,MMUPPNA_RIDF_XXVIII_22_23_16,"MMUPPNA_RIDF_XXVIII_22_23_16 Improvement of road from Jaypur Pichala To Durpang (Durpang bazar to Bhugpur) (from ch 0.00m to 8170.00m) under Mukhya Mantrir Unnoto Pakipath Nirman Achani for the year 2022-23 (RIDF - XXVIII), Bihpuria LAC",Please refer Tender documents. ,NA ,"9,31,08,000",Civil Works,NA ,Tender,180.0,365.0,Bihpuria,781003.0,"O/o the Chief Engineer, Roads,PWRD Assam ","O/o the Chief Engineer, Roads,PWRD Assam, chandmari, Guwahati-781003 ",09-Nov-2022 12:00 PM ,"O/o the Chief Engineer, Roads,PWRD Assam",No ,No,AOC,Finance,Financial opened,MRIDUL TALUKDAR,31-Dec-2022 05:03 PM,,BOQ Comparative Chart,1,161466,Bharat Borah,15-Nov-2022 03:42 PM,Rejected-AOC,Rejected,30-May-2023 03:39 PM,Public Works Roads Department,2022_PWD_27440_8,CE/DEV/TB/92/2022-23/03,MMUPPNA_RIDF_XXVIII_22_23_16,"Chief Engineer (Roads), PWRD, Assam",Internal,,BHABANANDA DEKA,31-Dec-2022 02:11 PM,31-Dec-2022 03:00 PM,techsummary_42149.pdf (361.04 KB),1.0,162806.0,Marjit Basumatary,INR,83797200.0,Technical,Verified,BHABANANDA DEKA,31-Dec-2022 02:09 PM,technical_42149.pdf,30-May-2023,INR 8.37972E+7,365.0,BHABANANDA DEKA,30-May-2023 03:39 PM,RIDF16a.pdf (249.00 KB),Awarded as L1 Bidder,"Chief Engineer (Roads), PWRD, Assam",Internal,,BHABANANDA DEKA,30-May-2023 03:37 PM,finsummary_42149.pdf (222.37 KB),AOC
,,,,,,,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,161634,BINIT KUMAR AGARWALLA,15-Nov-2022 04:13 PM,Rejected-AOC,Rejected,30-May-2023 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Bid Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,161557,Hriday Ranjan Saikia,16-Nov-2022 11:38 AM,Rejected-AOC,Rejected,30-May-2023 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Standard Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,161611,Lakhi Chutia,17-Nov-2022 12:52 PM,Rejected-AOC,Rejected,30-May-2023 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,162806,Marjit Basumatary,17-Nov-2022 09:49 AM,Accepted-AOC,Awarded,30-May-2023 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,.pdf,Form Of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,162599,NANDIGIRI BHUYAN,16-Nov-2022 08:53 PM,Rejected-AOC,Rejected,30-May-2023 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,162006,Pabitra Boro,17-Nov-2022 12:47 PM,Rejected-AOC,Rejected,30-May-2023 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,161491,Putul Baruah,17-Nov-2022 01:05 AM,Rejected-AOC,Rejected,30-May-2023 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,162515,SAILAJA COMMERCIAL CONSTRUCTION PVT LTD,16-Nov-2022 11:30 AM,Rejected-AOC,Rejected,30-May-2023 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,162235,SRI.LALIT KUMAR AGARWALLA,17-Nov-2022 12:13 PM,Rejected-AOC,Rejected,30-May-2023 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
