,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,inundation_pct,count,intensity_mean,intensity_sum
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.011620232215890513,3284702,0.0019367053693150852,6361.499999999999
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.03548337485774046,487665,0.00591389580962341,2884.0
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.06944193055378542,933701,0.011573655092297573,10806.333333333336
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.015179777639167669,3044511,0.0025299629398612793,7702.500000000004
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.01407273719090756,861595,0.0023454561984845926,2020.8333333333326
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.01314106734281335,315119,0.0021901778904688915,690.1666666666666
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.057100397169836135,380190,0.009516732861639354,3618.166666666666
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,0.02090880694534342,310539,0.003484801157557236,1082.1666666666665
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.021093518690391635,651859,0.0035155864483986045,2291.666666666666
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.02585511919843372,677274,0.004309186533072287,2918.5000000000005
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.08475559971275957,609942,0.014125933285459932,8616.000000000002
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.04698469731715951,1093207,0.007830782886193252,8560.666666666666
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,0.10888479389083315,904084,0.018147465648472187,16406.83333333333
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,0.05810101456037111,597993,0.00968350242672852,5790.666666666668
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.05668515343751196,1489173,0.00944752557291866,14069.0
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.05146853788406451,1656818,0.00857808964734408,14212.333333333323
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.3021433867891746,1461892,0.050357231131529075,73616.8333333333
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.1814023603094887,600345,0.03023372671824812,18150.666666666668
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.2633876662476326,847982,0.04389794437460545,37224.66666666668
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,0.14370763940470857,712189,0.023951273234118102,17057.833333333336
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.1014992457005568,1571657,0.0169165409500928,26587.0
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,0.4716442933966248,968641,0.07860738223277078,76142.33333333331
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,0.7717570072746424,803201,0.12862616787910708,103312.66666666669
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,0.6458956059470143,513535,0.1076492676578357,55281.66666666666
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.5737432324872136,126893,0.0956238720812023,12134.000000000002
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,0.06530055702262327,671786,0.010883426170437213,7311.333333333333
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,0.08154357950765137,713925,0.01359059658460856,9702.666666666666
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,0.10404222517918318,1194169,0.017340370863197188,20707.33333333332
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,0.033522852217832036,563884,0.0055871420363053405,3150.5000000000005
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,0.1507085967133758,1784019,0.025118099452229318,44811.16666666669
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,0.08057724253281906,1051066,0.013429540422136501,14115.333333333323
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,0.0555147137164653,938580,0.009252452286077552,8684.166666666668
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,0.14620281767113857,761196,0.024367136278523088,18548.16666666666
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,0.0629146153158569,1141118,0.010485769219309484,11965.5
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,0.4737969112249997,1044686,0.07896615187083333,82494.83333333339
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,0.3007657565110197,1148668,0.05012762608516996,57580.000000000015
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.11070983587265183,3789862,0.018451639312108647,69929.1666666667
37,Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,0.0583952670681323,3080712,0.009732544511355381,29983.16666666666
38,Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,0.11407462359547886,1679576,0.01901243726591315,31932.833333333343
39,Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,0.1399535968741812,2057189,0.023325599479030203,47985.166666666664
40,Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,0.16314813788871227,1173265,0.027191356314785378,31902.666666666668
41,Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,0.10584418582069001,1256394,0.017640697636781656,22163.666666666653
42,Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,0.031901773072956885,1019191,0.005316962178826147,5419.0
43,Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,0.0048062408899046715,1619769,0.0008010401483174455,1297.5000000000005
44,North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.02141135878341039,1901841,0.0035685597972350664,6786.833333333336
45,Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.01674056323664878,1429701,0.002790093872774797,3989.0
46,Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.031806734985904674,864471,0.005301122497650778,4582.666666666666
47,Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.003328027781797135,27644,0.0005546712969661891,15.333333333333332
48,Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.0002950391861905039,481292,4.917319769841732e-05,23.666666666666668
49,Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,0.015857989322640223,1227457,0.0026429982204400357,3244.166666666665
50,Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,0.04790513663092356,2312800,0.007984189438487254,18465.83333333332
51,Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,0.009381224335677538,2648375,0.0015635373892795912,4140.833333333338
52,Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,0.032077669283298235,1002816,0.0053462782138830375,5361.333333333332
53,Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,0.004819998005518067,2647304,0.0008033330009196779,2126.666666666667
54,Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,0.022588088590616957,2906222,0.003764681431769487,10940.999999999982
55,Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,0.056136900991118066,2759308,0.009356150165186346,25816.500000000007
56,Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,0.009382620116136704,3505524,0.0015637700193561145,5481.833333333324
57,Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,0.10310097437490086,2237845,0.017183495729150136,38453.999999999985
58,Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,0.04104954255135508,1216530,0.006841590425225849,8323.000000000002
59,Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,0.04094758417191243,2040853,0.006824597361985403,13927.999999999996
60,Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,0.09384387933981685,1099816,0.015640646556636134,17201.833333333325
61,Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,0.17783605665558985,1220568,0.029639342775931644,36176.833333333336
62,Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,0.15622855876901914,1209702,0.02603809312816986,31498.333333333336
63,Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,0.10042523847833583,1435665,0.016737539746389304,24029.5
64,Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,0.411377397866518,1477772,0.06856289964441972,101320.33333333342
65,Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,0.34007639613391794,1197181,0.05667939935565299,67855.5
66,Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,0.036149471136700494,970194,0.0060249118561167495,5845.333333333334
67,Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,0.023093267866279847,1190217,0.0038488779777133106,4581.000000000004
68,Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,0.1173543596417362,1384678,0.019559059940289378,27083.000000000015
69,Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,0.2881192283870607,1288418,0.04801987139784346,61869.66666666667
70,Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,0.027541481297757398,1342593,0.004590246882959567,6162.833333333333
71,Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,0.0681822786939459,2615665,0.011363713115657653,29723.666666666675
72,Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,0.052050635622893957,1456524,0.008675105937148996,12635.500000000004
73,Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,0.0889555841680318,992574,0.014825930694671974,14715.83333333334
74,Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,0.1358247868956271,2021310,0.02263746448260453,45757.33333333336
