,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Tender Stage,Department,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead
6,0,2022_DoWR_25197_3,DIPHU/2021-22/SOPD-FDR/I,Protection of Kollonga area from the erosion of river Kollonga in West Karbi Anglong district. RETENDER,Protection of Kollonga area from the erosion of river Kollonga in West Karbi Anglong district.,Works,Open Tender,Civil Works,No,No,NA ,03-Aug-2022 06:00 PM,NA ,180.0,No ,No,Online,10-Aug-2022 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,DIPHU,782460.0,2.0,"3,37,41,997",,,,,AOC,Department of Water Resources||Chief Engineer - DoWR,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Preparedness Measures,"{'protection': 2, 'erosion': 2}"
15,0,2023_BoTC_29666_1,CRD/11 of 2022-23,"Construction of road with earth filling and sand gravelling from Narengdwi Manas road to No.5 Patabari Hakla connection road via Jwitunpara L.P. School with 8 Nos. RCC Culvert under Chirang Forest Division, Package No.CRD/ 2022-23/17","Construction of road with earth filling and sand gravelling from Narengdwi Manas road to No.5 Patabari Hakla connection road via Jwitunpara L.P. School with 8 Nos. RCC Culvert under Chirang Forest Division, Package No.CRD/ 2022-23/17",Works,Open Tender,Civil Works,No,No,NA ,02-Mar-2023 04:30 PM,NA ,180.0,No ,No,Online,08-Mar-2023 02:30 PM,Bodoland Territorial Council||Forests-BTC,Chirang,783385.0,2.0,"47,20,995",CHANI RAM BASUMATARY,4720570.0,Accepted-AOC,06-Apr-2023,AOC,Bodoland Territorial Council||Forests-BTC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'package': 2}
30,0,2023_GMC_28881_6,GER/DIV-V/144/2022/02/RE Dated 13/01/2023,Cleaning and Desilting of 143 nos of Drains under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2022-23 Package no. DSLT-6,Package no. DSLT-6,Works,Open Tender,Civil Works - Others,No,No,NA ,14-Jan-2023 06:50 PM,NA ,120.0,No ,No,Online,21-Jan-2023 02:30 PM,Guwahati Municipal Corporation,Guwahati,781005.0,2.0,"10,02,145",M/S TRIKUTA ENTERPRISE,880384.0,Rejected-Technical,21-Apr-2023,AOC,Guwahati Municipal Corporation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'package': 2}
37,0,2022_DoWR_28288_1,TAMULPUR/2022-23/SOPDG/II,Restoration of Suklai L/B embankment along with R/S and breach closing at Natkuchi (Bunbari),Restoration of Suklai L/B embankment along with R/S and breach closing at Natkuchi (Bunbari),Works,Open Tender,Civil Works,No,No,NA ,17-Dec-2022 06:30 PM,NA ,180.0,No ,No,Online,07-Jan-2023 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,TAMULPUR,781368.0,2.0,"4,06,77,873",SRI HARESWAR BARO,36610086.0,Rejected-AOC,01-Apr-2023,AOC,Department of Water Resources||Chief Engineer - DoWR,True,"{'Flood': 0, 'Embankment': 2, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 2, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'restoration': 2, 'embankment': 2, 'breach': 2}"
49,0,2023_GMC_28881_17,GER/DIV-V/144/2022/02/RE Dated 13/01/2023,Cleaning and Desilting of 143 nos of Drains under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2022-23 Package no. DSLT-17,Package no. DSLT-17,Works,Open Tender,Civil Works - Others,No,No,NA ,16-Jan-2023 09:00 AM,NA ,120.0,No ,No,Online,21-Jan-2023 02:30 PM,Guwahati Municipal Corporation,Guwahati,781005.0,2.0,"9,97,712",SAMARJIT PATHAK,828100.0,Accepted-AOC,22-Apr-2023,AOC,Guwahati Municipal Corporation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'package': 2}
50,0,2023_GMC_28881_2,GER/DIV-V/144/2022/02/RE Dated 13/01/2023,Cleaning and Desilting of 143 nos of Drains under Mitigation of Urban Flood in Guwahati City under Guwahati Municipal Corporation for the year 2022-23 Package no. DSLT-2,Package no. DSLT-2,Works,Open Tender,Civil Works - Others,No,No,NA ,14-Jan-2023 06:50 PM,NA ,120.0,No ,No,Online,21-Jan-2023 02:30 PM,Guwahati Municipal Corporation,Guwahati,781005.0,2.0,"21,93,295",Sri Amarjit Medhi,1644971.0,Accepted-AOC,21-Apr-2023,AOC,Guwahati Municipal Corporation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Immediate Measures,{'package': 2}
59,0,2023_BoTC_29506_1,DPRD/BTC/15FC/UT/Udl-129/23/8,Const of road with heavy E/F and S/G from Carramore SSB Camp to Sangrila village including 2 Nos slab culvert and 2 Nos HPC under 15th Finance Commission for the year 2022-23,DPRD/BTC/15thFC/UT/Udl-129/2023/08,Works,Open Tender,Civil Works,No,No,NA ,23-Feb-2023 11:30 AM,NA ,180.0,No ,No,Online,23-Mar-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Udalguri,784509.0,2.0,"45,54,902",Aikon Daimari,,Not Admitted-Fee/PreQual/Technical,,Financial Evaluation,Bodoland Territorial Council||Panchayat and Rural Development-BTC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,,Preparedness Measures,"{'culvert': 1, 'road': 1}"
67,0,2023_DoWR_30177_1,GHY EAST/2022-23/SOPD-ODS/III,Procurement of flood fighting materials (Geo Mega Bag) for Water Resources Department for the year 2023-24.,Procurement of flood fighting materials (Geo Mega Bag) for Water Resources Department for the year 2023-24.,Goods,Open Tender,Supply of Materials,No,No,NA ,28-Mar-2023 06:30 PM,NA ,180.0,No ,No,Online,10-Apr-2023 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,GUWAHATI,781029.0,2.0,"1,99,95,944",Maa Kamakhya Pollymers,,Not Admitted-Fee/PreQual/Technical,,Retender,Department of Water Resources||Chief Engineer - DoWR,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Others,
76,0,2023_PWD_29303_1,DTRD/TB/15/2022-23/2700,Construction of RCC slab culvert no 1/1 on Amver Amrigog Road at 12th mile near Bornihat for flood mitigation under SOPD G for the year 2022-23.,Construction of RCC slab culvert no 1/1 on Amver Amrigog Road at 12th mile near Bornihat for flood mitigation under SOPD G for the year 2022-23.,Works,Open Tender,Civil Works – Roads,No,No,NA ,15-Feb-2023 02:00 PM,17-Feb-2023 02:00 PM ,180.0,No ,No,Online,21-Feb-2023 12:00 PM,Public Works Roads Department,Jorabat,781022.0,2.0,"45,12,000",Joy Charan Barman,4511785.0,Accepted-AOC,27-Apr-2023,AOC,Public Works Roads Department,True,"{'Flood': 2, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 2, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SOPD,Preparedness Measures,"{'culvert': 2, 'rcc': 2, 'road': 2}"
86,0,2022_DoWR_25020_3,DIPHU/2021-22/SOPD-FDR/II,Protection of Barpathar Shyam Gaon area from the erosion of L/B of river Dhansiri in Karbi Anglong District. RETENDER,Protection of Barpathar Shyam Gaon area from the erosion of L/B of river Dhansiri in Karbi Anglong District.,Works,Open Tender,Civil Works,No,No,NA ,31-Aug-2022 06:00 PM,NA ,180.0,No ,No,Online,07-Sep-2022 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,DIPHU,782460.0,2.0,"3,99,99,989",NK AGARWALLA,35999990.0,Not Admitted-Fee/PreQual/Technical,19-Dec-2022,AOC,Department of Water Resources||Chief Engineer - DoWR,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 2, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SOPD,Preparedness Measures,"{'protection': 2, 'erosion': 2}"
