,Unnamed: 0,Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of Contract,Product Category,Fiscal Year,Is Multi Currency Allowed For BOQ,Two Stage Tender (Y/N),Independent External Monitor,Published Date,PreBid Meeting Date,Tender Validity in Days,NDA Tender (Y/N),Preferential Bidding allowed,Payment Mode,Bid Opening Date,Organisation Chain,Department,location,Pincode,No of Bids Received,Date of Award Contract,Awarded Price (In Rs),Bidder Name,Value Of Tender (In Rs),Tender Stage,is_flood_tender,positive_keywords_dict,negative_keywords_dict,Season,Scheme,Response Type,Flood Response - Subhead,tender_district_externalReference,tender_district_title_description,tender_district_location,BTC_flag,DISTRICT_FINALISED,tender_villages,tender_block,tender_subdistrict,tender_revenueci,tender_revenueci_location,HQ_flag,REVENUE_CIRCLE_FINALISED
18,344,2016_DoWR_1181_1,GW/SDRF/2016-17/1,IM B/dyke Badiapathar,IM B/dyke Badiapathar,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,12-12-2016 18:00,,180,No,No,Offline,02-01-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Boko,781009,7.0,26-07-2018 00:00,27696000,"Bhaba Kanta Nath,INDRANIL CHOUDHURY",27696000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 1, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 2, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 2, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 1, 'im': 2}",,,KAMRUP,False,KAMRUP,,,,,Boko,False,Boko
263,1424,2017_DoWR_1840_1,G.W/NABARD/2016-17/2,G.W/NABARD/2016-17/2,Pro Siltation measures to protect sarulah-Barlah Village,Works,Open Tender,Works,Civil Works,2016-2017,No,No,,06-03-2017 18:00,,180,No,No,Offline,27-03-2017 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Hajo,781335,12.0,,,,49824207,To be Opened,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 1, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,,Others,,,,KAMRUP,False,KAMRUP,"'SARULAH', 'Sarulah', 'Barlah'",HAJO,Hajo,Hajo,Hajo,False,Hajo
569,3788,2017_PWD_3540_1,T/GRC/ARMF(PBMC)/2016-17/493/,T/GRC/ARMF(PBMC)/2016-17/493/,Repairing / Reconstruction of RCC Slab Culvert No.2/2 of Muktapur-Joykuchi Road (damaged by flood) under Assam Road Maintenance Fund for 2017-18 under Rangia Rural Road Division-Kamalpur LAC,Works,Open Tender,Item Rate,Civil Works – Roads,2017-2018,No,No,,18-10-2017 11:00,,90,No,No,Offline,27-10-2017 11:00,Public Works Roads Department,Public Works Roads Department,Kamalpur,781323,5.0,,,,2377000,Financial Evaluation,True,"{'Flood': 1, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 1, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'reconstruction': 1, 'culvert': 1, 'rcc': 1, 'road': 3}",,KAMRUP,KAMRUP,False,KAMRUP,"'KAMALPUR', 'Kamalpur', 'MUKTAPUR', 'Muktapur'",KAMALPUR,Kamalpur,Kamalpur,Kamalpur,False,Kamalpur
763,5212,2017_DoWR_4477_1,FREMAA/Palasbari/PGP/P1 of 2017,Bank protection works from Dakhala to Guimara in Palasbari area (from ch.0 m to 3000 m) including Construction of Sluice on Kalbhog River.,"Dumping of Geo-bags, earth work in bank trimming, Laying of CC Block, Construction of Sluice etc.",Works,Open Tender,Works,Civil Works,2017-2018,No,No,,19-12-2017 10:00,17-01-2018 11:00,120,No,No,Offline,01-02-2018 15:10,Department of Water Resources||Flood and River Erosion Management Agency of Assam,Department of Water Resources,From Dakhala to Guimara in Palasbari Area.,781122,3.0,01-06-2018 00:00,372659536,Brahmaputra Infrastructure Ltd,296000000,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 0, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 2, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,,Preparedness Measures,"{'protection': 1, 'bank protection': 1, 'sluice': 2}",,KAMRUP,KAMRUP,False,KAMRUP,"'DAKHALA', 'Dakhala', 'GUIMARA', 'Guimara'",RAMPUR,Palasbari,Palasbari,Palasbari,False,Palasbari
1280,7734,2018_PWD_6451_1,CS/GRC/GRD/SDRF/2017-18/168,KAM(R)/SDRF/GRC/260,Repair/Restoration to road from Nagarbera to Tiplai (Repair to app. of Br. No.2/2) under SDRF for the year 2017-18 under Guwahati Road Division.,Works,Open Tender,Item Rate,Civil Works – Roads,2017-2018,No,No,,23-03-2018 11:00,,135,No,No,Offline,29-03-2018 15:00,Public Works Roads Department,Public Works Roads Department,Boko,781115,3.0,,,,2029567,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,{'sdrf': 3},,KAMRUP,KAMRUP,False,KAMRUP,'NAGARBERA',CHAMARIA,Nagarbera,Nagarbera,Boko,False,Boko
1395,8319,2018_PWD_6916_1,CS/GRC/GRD/SDRF/2018-19/02/,KAM(R)/SDRF/GRC/263,Repair/Restoration to Nagarbera Bhukhradia Road (Construction under PMGSY Package No. AS-11-73) (Rep. to Road and breaches protection works in RCC Br. No. 5/1) under SDRF for 2017-18. under Guwahati Road Division.,Works,Open Tender,Item Rate,Civil Works – Roads,2018-2019,No,No,,21-04-2018 11:00,,90,No,No,Offline,27-04-2018 15:00,Public Works Roads Department,Public Works Roads Department,Nagarbera,781115,3.0,,,,6999932,Financial Evaluation,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 3, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 0, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 3, 'package': 1}",,KAMRUP,KAMRUP,False,KAMRUP,'NAGARBERA',CHAMARIA,Nagarbera,Nagarbera,Nagarbera,False,Nagarbera
1607,10280,2018_DoWR_8316_1,GW/SDRF/2017-18/II/3,I M at Noona,Immediate measures to restoration of damaged section of L/B embankment of river Noona from Noonapar Borkukuria to Niteni under SDRF for the year 2017-18.,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,24-08-2018 18:00,,180,No,No,Offline,04-09-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Rangia,781354,5.0,21-09-2019 00:00,10699997.81,"Ganesh Ch Deka,Jehirul Islam",10699997,AOC,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 0, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'immediate': 1}",,,KAMRUP,False,KAMRUP,'NITENI',RANGIA,Rangia (Pt),Koya,"Rangia
(Pt)",False,"Rangia
(Pt)"
1625,10478,2018_DoWR_8501_1,GW/SDRF/2017-18/II/5,IM at Gathijan,Immediate measures to restore Gathijan and its adjoining areas from Ch.44500m to 44700m on Puthimari L/B embankment under SDRF for 2017-18 .,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,05-09-2018 18:00,,180,No,No,Offline,17-09-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Rangia,781354,3.0,20-09-2019 00:00,8999999.42,"Ganesh Ch Deka,Sri Dilip Kumar Deka",8999999,AOC,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",,,KAMRUP,False,KAMRUP,"'PuthiMari', 'PUTHIMARI'",KAMALPUR,Kamalpur,Kamalpur,"Rangia
(Pt)",False,"Rangia
(Pt)"
1626,10479,2018_DoWR_8502_1,GW/SDRF/2017-18/II/6,IM at Mutkuchi,Immediate measures to restore L/B embankment of river Puthimari at Mutkuchi and Gomtha area under SDRF for the year 2017-18.,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,05-09-2018 18:00,,180,No,No,Offline,17-09-2018 14:00,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,Rangia,781354,6.0,20-09-2019 00:00,9999982.7,"BANAJIT DEKA,Ranjan Das-Abdul Monnaf Mondal-JV",9999982,AOC,True,"{'Flood': 0, 'Embankment': 1, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Pre-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",,,KAMRUP,False,KAMRUP,"'PuthiMari', 'PUTHIMARI'",KAMALPUR,Kamalpur,Kamalpur,"Rangia
(Pt)",False,"Rangia
(Pt)"
1646,10576,2018_DoWR_8583_1,GW/SDRF/2017-18/II/8,IM to restoration of Chamaria satra,Immediate measures to restoration of Chamaria satra Down Stream area from river Jaljali under SDRF for 2017-18,Works,Open Tender,Works,Civil Works,2018-2019,No,No,,12-09-2018 18:00,,180,No,No,Offline,22-09-2018 14:05,Department of Water Resources||Chief Engineer - DoWR,Department of Water Resources,MIRZA,781101,4.0,20-09-2019 00:00,10499947.97,"Mainul Haque,Nuruddin,SULTAN MAMUD",10499947,AOC,True,"{'Flood': 0, 'Embankment': 0, 'embkt': 0, 'Relief': 0, 'Erosion': 0, 'SDRF': 2, 'Inundation': 0, 'Hydrology': 0, 'Silt': 0, 'Siltation': 0, 'Bund': 0, 'Trench': 0, 'Breach': 0, 'Culvert': 0, 'Sluice': 0, 'Dyke': 0, 'Storm water drain': 0, 'Emergency': 0, 'Immediate': 1, 'IM': 1, 'AE': 0, 'A E': 0, 'AAPDA MITRA': 0}","{'Floodlight': 0, 'Flood Light': 0, 'GAS': 0, 'FIFA': 0, 'pipe': 0, 'pipes': 0, 'covid': 0}",Post-Monsoon,SDRF,Immediate Measures,"{'sdrf': 2, 'im': 1, 'immediate': 1}",,KAMRUP,,False,KAMRUP,"'CHAMARIA', 'JALJALI'",CHAMARIA,Chamaria,Chamaria,,False,Chamaria
