Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,CGM(Audit)/IA/APDCL/01/23,2023_APDCL_29203_7,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-7),Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-7),Please refer Tender documents. ,NA ,"3,24,500",Consultancy,NA ,Tender,90.0,60.0,"GEC-I, GEC-II, Central Store circle",781001.0,Bijulee Bhawan Guwahati ,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001 ,13-Feb-2023 01:00 PM ,Office of the CGM Audit,No ,No,65.0,Nil,Nil,Yes,1.0,Corrigendum 1,Fee,,08-Feb-2023 10:00 AM,04-Mar-2023 02:00 PM,08-Feb-2023 10:00 AM,03-Mar-2023 12:00 PM,08-Feb-2023 10:00 AM ,11-Feb-2023 11:00 AM ,16-Feb-2023 12:00 PM,03-Mar-2023 12:00 PM,22-Mar-2023 02:00 PM,1.0,SBI Bank,"20,000",Yes,fixed,,Nil,Nil,Chief General Manager Audit,Office of CGM Audit APDCL 4th floor Bijulee Bhawan Paltanbazar 781001,1.0,Fee/PreQual/Technical,.rar,Technical Bid,AOC,MD APDCL,Internal,Members of TPC-1,Rama Ranjan Chakraborty,21-Mar-2023 07:15 PM,22-Mar-2023 02:00 PM,techsummary_47030.pdf (1144.90 KB),CGM Audit APDCL,Internal,Members of tender evaluation committee,Rama Ranjan Chakraborty,05-Apr-2023 10:24 AM,finsummary_47030.pdf (1248.18 KB),Technical,Bid Opening Summary,Rama Ranjan Chakraborty,10-Mar-2023 02:49 PM,technical_47030.pdf,Assam Power Distribution Company Ltd||CGM(Audit) - APDCL,2023_APDCL_29203_7,CGM(Audit)/IA/APDCL/01/23,Selection of Internal Auditor for conducting internal audit of APDCL for FY 22-23 (PKG-7),1,178734,Abhishek Agarwal & Co.,03-Mar-2023 10:19 AM,Rejected-Technical,Non-responsive,21-Mar-2023 07:15 PM,1.0,178737.0,RAMA K GUPTA & CO,INR,289690.0,Finance,Financial bid opening summary,Rama Ranjan Chakraborty,05-Apr-2023 12:03 AM,finance_47030.pdf,BOQ Comparative Chart,24-Apr-2023,INR 289690.0,60.0,Rama Ranjan Chakraborty,24-Apr-2023 09:47 AM,LOA_PKG7.pdf (269.00 KB),Letter of Award (PKG-7),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,AOC,,,,,,,,,,,,,,,,,,,,,,,2,178624,B L PUROHIT & CO,02-Mar-2023 03:03 PM,Rejected-Finance,Position based on Combined QCBS score H3,05-Apr-2023 10:24 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3,178725,C K PRUSTY AND ASSOCIATES,03-Mar-2023 01:32 AM,Rejected-Finance,Position based on Combined QCBS score H4,05-Apr-2023 10:24 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,4,178277,D PATWARY AND CO,01-Mar-2023 06:20 PM,Rejected-Finance,Position based on Combined QCBS score H5,05-Apr-2023 10:24 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,5,178693,H K Agrawala & Associates,03-Mar-2023 11:00 AM,Rejected-Technical,Non-responsive,21-Mar-2023 07:15 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,6,178570,M BORAR AND CO,02-Mar-2023 06:31 PM,Rejected-Finance,Position based on Combined QCBS score H7,05-Apr-2023 10:24 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,7,178115,M/S GUPTA MASKARA AND ASSOCIATES,02-Mar-2023 04:35 PM,Rejected-Technical,Non-responsive,21-Mar-2023 07:15 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,8,178719,N C Karnany and CO,03-Mar-2023 12:03 AM,Rejected-Finance,Position based on Combined QCBS score H6,05-Apr-2023 10:24 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,9,178663,NILAMONI MAHANTA,03-Mar-2023 11:37 AM,Rejected-Technical,Non-Responsive,21-Mar-2023 07:15 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,10,177964,Nirupam & Associates,27-Feb-2023 04:12 PM,Rejected-Finance,Position based on Combined QCBS score H4,05-Apr-2023 10:24 AM,,,,,,,,,,,,,,,,,,,AOC
