,Dhemaji,0,{'Jonai': 0},Nil,,Nil,Nil,Nil,,Nil,Nil,Nil,
,Goalpara,0,{'Balijana': 0},Nil,,Nil,Nil,Nil,,Nil,Nil,Nil,
,Golaghat,0,{'Golaghat': 0},Nil,,Nil,Nil,Nil,,Nil,Nil,Nil,
,Sivasagar,0,{'Nazira': 0},Nil,,Nil,Nil,Nil,,Nil,Nil,Nil,
,Total,0,,,,,,,,,,,
,District,Revenue,Damages,Number,Name,Department,Village,Location,,Longitude,Latitude,Remarks,
,Dhemaji,Jonai,Nil,Nil,Nil,Nil,Nil,Nil,,Nil,Nil,Nil,
,Goalpara,Balijana,Public Health Engineering (PHE) (in Nos),15,Tiaparachar purbapara pwss,PHE,Tiapara,Tiapara,,,,"63 mm Dia HDPE Pipe 500 RM, 70 nos damaged",
,Golaghat,Golaghat,Nil,Nil,Nil,Nil,Nil,Nil,,Nil,Nil,Nil,
,Sivasagar,Nazira,Nil,Nil,Nil,Nil,Nil,Nil,,Nil,Nil,Nil,
