0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 04-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 04-06-2024,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8 AM)",Rivers flowing above danger level,,,,,"Kopili, Kushiyara",,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,10,"Cachar, Nagaon, Karimganj, Dhemaji, Morigaon, Hojai, Dibrugarh, Dima-Hasao, Hailakandi, Karbi Anglong West",,,,,,,,,,
"No. Of Revenue
Circles Affected",23,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Cachar,5,"Silchar, Katigorah, Sonai, Udharbond, Lakhipur",,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,
,Dibrugarh,1,Chabua,,,,,,,,,
,Dima-Hasao,1,Haflong,,,,,,,,,
,Hailakandi,2,"Algapur, Hailakandi",,,,,,,,,
,Hojai,3,"Hojai, Doboka, Lanka",,,,,,,,,
,"Karbi Anglong
West",1,Donkamokam,,,,,,,,,
,Karimganj,4,"Nilambazar, Patherkandi, Badarpur, Karimganj",,,,,,,,,
,Morigaon,2,"Morigaon, Mayong",,,,,,,,,
,Nagaon,3,"Raha, Nagaon, Kampur",,,,,,,,,
,Total,23,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Cachar,135,"(Silchar | 40), (Katigorah | 79), (Sonai | 6), (Udharbond | 7), (Lakhipur | 3)",,,,,,,,,
,Nagaon,156,"(Raha | 72), (Nagaon | 14), (Kampur | 70)",,,,,,,,,
,Karimganj,48,"(Nilambazar | 35), (Patherkandi | 8), (Badarpur | 2), (Karimganj | 3)",,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,
,Morigaon,53,"(Morigaon | 22), (Mayong | 31)",,,,,,,,,
,Hojai,39,"(Hojai | 23), (Doboka | 10), (Lanka | 6)",,,,,,,,,
,Dibrugarh,1,(Chabua | 1),,,,,,,,,
,Dima-Hasao,9,(Haflong | 9),,,,,,,,,
,Hailakandi,13,"(Algapur | 8), (Hailakandi | 5)",,,,,,,,,
,"Karbi Anglong
West",4,(Donkamokam | 4),,,,,,,,,
,Total,459,,,,,,,,,,
"Population And
Crop Area
Affected",District,Male,Female,Childre,Total,Total Crop Area,Population and Crop Area Details,,,,,
,,,,n,Population,,,,,,,
,Cachar,46563,50369,22158,119090,3.1,"(Silchar | Population Affected: 43915 | Crop Area: 3.1),
(Katigorah | Population Affected: 61200 | Crop Area: 0),
(Sonai | Population Affected: 10950 | Crop Area: 0),
(Udharbond | Population Affected: 479 | Crop Area: 0),
(Lakhipur | Population Affected: 2546 | Crop Area: 0)",,,,,
,Dhemaji,81,72,89,242,12,(Jonai | Population Affected: 242 | Crop Area: 12),,,,,
,Dibrugarh,0,0,0,0,0,(Chabua | Population Affected: 0 | Crop Area: 0),,,,,
,Dima-Hasao,138,135,127,400,42.88,(Haflong | Population Affected: 400 | Crop Area: 42.88),,,,,
,Hailakandi,1900,1560,644,4104,20,"(Algapur | Population Affected: 2720 | Crop Area: 20),
(Hailakandi | Population Affected: 1384 | Crop Area: 0)",,,,,
,Hojai,27744,20884,11823,60451,1740,"(Hojai | Population Affected: 16933 | Crop Area: 454),
(Doboka | Population Affected: 43518 | Crop Area: 1153),
(Lanka | Population Affected: 0 | Crop Area: 133)",,,,,
