0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 12-07-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 12-07-2024,,,,,,,,,,,,
"Rivers
flowing
above
Danger
Level (as
per CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,"Brahmaputra (Neamatighat), Brahmaputra (Tezpur), Brahmaputra (Dhubri), Burhidihing
(Chenimari(Khowang)), Disang (Nanglamuraghat), Kushiyara (Karimganj)",,,,,,,,,
,Rivers flowing above highest flood level,,,Nil,,,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,24,"Cachar, Dhubri, Nagaon, Kamrup, Dibrugarh, Golaghat, Nalbari, Barpeta, Dhemaji, Sivasagar, Goalpara, Jorhat, Morigaon, Lakhimpur,
Karimganj, Darrang, Majuli, Biswanath, Hailakandi, Bongaigaon, South Salmara, Chirang, Tinsukia, Kamrup (M)",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",75,,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Barpeta,4,"Chenga, Barpeta, Baghbar, Kalgachia",,,,,,,,,,
,Biswanath,2,"Halem, Naduar RC part",,,,,,,,,,
,Bongaigaon,1,Srijangram,,,,,,,,,,
,Cachar,3,"Silchar, Sonai, Katigorah",,,,,,,,,,
,Chirang,1,Bijni,,,,,,,,,,
,Darrang,4,"Sipajhar, Mangaldoi, Pub-Mangaldai, Dalgaon",,,,,,,,,,
,Dhemaji,3,"Dhemaji, Sissiborgaon, Jonai",,,,,,,,,,
,Dhubri,7,"Dhubri, Gauripur, Chapar, Bilasipara, Athani, South Salmara Part, Golakganj",,,,,,,,,,
,Dibrugarh,5,"Tingkhong, Moran, Naharkatia, Tengakhat, Dibrugarh West",,,,,,,,,,
,Goalpara,4,"Matia, Lakhipur, Balijana, Rongjuli",,,,,,,,,,
,Golaghat,3,"Bokakhat, Dergaon, Khumtai",,,,,,,,,,
,Hailakandi,1,Algapur,,,,,,,,,,
,Jorhat,3,"Jorhat West, Teok, Jorhat East",,,,,,,,,,
,Kamrup,8,"Kamalpur, Chamaria, Nagarbera, Hajo, Rangia, Goroimari, North Ghy, Palashbari",,,,,,,,,,
,Kamrup (M),2,"Chandrapur, Sonapur",,,,,,,,,,
,Karimganj,3,"Nilambazar, Karimganj, Badarpur",,,,,,,,,,
,Lakhimpur,2,"Subansiri, North Lakhimpur",,,,,,,,,,
,Majuli,2,"Ujani Majuli, Majuli",,,,,,,,,,
,Morigaon,4,"Bhuragaon, Mayong, Laharighat, Morigaon",,,,,,,,,,
,Nagaon,5,"Kaliabor, Dhing, Nagaon, Samaguri, Raha",,,,,,,,,,
,Nalbari,1,Barkhetri,,,,,,,,,,
,Sivasagar,4,"Demow, Sonari RC part, Sivsagar, Nazira",,,,,,,,,,
,"South
Salmara",2,"Mankachar, South Salmara",,,,,,,,,,
,Tinsukia,1,Margherita,,,,,,,,,,
,Total,75,,,,,,,,,,,
,District,Total,Revenue Circle,,,,,,,,,,
,Cachar,111,"(Silchar | 9), (Sonai | 9), (Katigorah | 93)",,,,,,,,,,
,Dhubri,272,"(Dhubri | 16), (Gauripur | 12), (Chapar | 80), (Bilasipara | 4), (Athani | 25), (South Salmara Part | 122), (Golakganj | 13)",,,,,,,,,,
,Nagaon,173,"(Kaliabor | 58), (Dhing | 15), (Nagaon | 17), (Samaguri | 37), (Raha | 46)",,,,,,,,,,
,Bongaigaon,186,(Srijangram | 186),,,,,,,,,,
,Kamrup,256,"(Kamalpur | 28), (Chamaria | 30), (Nagarbera | 20), (Hajo | 100), (Rangia | 13), (Goroimari | 42), (North Ghy | 11), (Palashbari |
12)",,,,,,,,,,
,Dibrugarh,73,"(Tingkhong | 4), (Moran | 24), (Naharkatia | 5), (Tengakhat | 5), (Dibrugarh West | 35)",,,,,,,,,,
,Golaghat,89,"(Bokakhat | 50), (Dergaon | 18), (Khumtai | 21)",,,,,,,,,,
,Nalbari,69,(Barkhetri | 69),,,,,,,,,,
,Hailakandi,4,(Algapur | 4),,,,,,,,,,
,Barpeta,115,"(Chenga | 52), (Barpeta | 3), (Baghbar | 38), (Kalgachia | 22)",,,,,,,,,,
,Dhemaji,143,"(Dhemaji | 26), (Sissiborgaon | 79), (Jonai | 38)",,,,,,,,,,
,Sivasagar,143,"(Demow | 39), (Sonari RC part | 3), (Sivsagar | 76), (Nazira | 25)",,,,,,,,,,
,Goalpara,264,"(Matia | 43), (Lakhipur | 176), (Balijana | 44), (Rongjuli | 1)",,,,,,,,,,
,Jorhat,9,"(Jorhat West | 3), (Teok | 4), (Jorhat East | 2)",,,,,,,,,,
,Morigaon,249,"(Bhuragaon | 79), (Mayong | 111), (Laharighat | 29), (Morigaon | 30)",,,,,,,,,,
,Lakhimpur,12,"(Subansiri | 11), (North Lakhimpur | 1)",,,,,,,,,,
Karimganj,22,"(Nilambazar | 12), (Karimganj | 9), (Badarpur | 1)",,,,,,,,,,,
Darrang,54,"(Sipajhar | 6), (Mangaldoi | 18), (Pub-Mangaldai | 28), (Dalgaon | 2)",,,,,,,,,,,
Majuli,77,"(Ujani Majuli | 5), (Majuli | 72)",,,,,,,,,,,
Tinsukia,6,(Margherita | 6),,,,,,,,,,,
Biswanath,15,"(Halem | 12), (Naduar RC part | 3)",,,,,,,,,,,
"South
Salmara",46,"(Mankachar | 20), (South Salmara | 26)",,,,,,,,,,,
Chirang,1,(Bijni | 1),,,,,,,,,,,
Kamrup (M),17,"(Chandrapur | 9), (Sonapur | 8)",,,,,,,,,,,
Total,2406,,,,,,,,,,,,
District,Male,Female,Children,Total,Total Crop Area (in Hect.),Population and Crop Area Details,,,,,,,
,,,,Population,,,,,,,,,
Bajali,0,0,0,0,0,(Bajali | Population Affected: 0 | Crop Area: 0),,,,,,,
Barpeta,9858,8109,9410,27377,663.5,"(Chenga | Population Affected: 1010 | Crop Area: 250),
(Barpeta | Population Affected: 384 | Crop Area: 44.5),
(Baghbar | Population Affected: 15917 | Crop Area: 369),
(Kalgachia | Population Affected: 10066 | Crop Area: 0)",,,,,,,
Biswanath,1149,898,1033,3080,0,"(Halem | Population Affected: 3080 | Crop Area: 0),
(Naduar RC part | Population Affected: 0 | Crop Area: 0)",,,,,,,
