0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 01-08-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 01-08-2024,,,,,,,,,,,
"Rivers
flowing
above
Danger Level
(as per CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,"Dhansiri (S) (Golaghat), Dhansiri (S) (Numaligarh)",,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,
,Districts,,,,,,,,,,,
,Affected,,,,,,,,,,,
,6,"Golaghat, Nagaon, Dhemaji, Sivasagar, Jorhat, Karbi Anglong",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",15,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,
,Golaghat,6,"Golaghat, Khumtai, Bokakhat, Morongi, Dergaon, Sarupathar",,,,,,,,,
,Jorhat,2,"Jorhat West, Titabor",,,,,,,,,
,"Karbi
Anglong",1,Phuloni,,,,,,,,,
,Nagaon,2,"Kaliabor, Samaguri",,,,,,,,,
,Sivasagar,3,"Nazira, Demow, Sivsagar",,,,,,,,,
,Total,15,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Golaghat,102,"(Golaghat | 37), (Khumtai | 15), (Bokakhat | 7), (Morongi | 8), (Dergaon | 16), (Sarupathar | 19)",,,,,,,,,
,Nagaon,9,"(Kaliabor | 3), (Samaguri | 6)",,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,
,Sivasagar,30,"(Nazira | 6), (Demow | 10), (Sivsagar | 14)",,,,,,,,,
,Jorhat,9,"(Jorhat West | 6), (Titabor | 3)",,,,,,,,,
,"Karbi
Anglong",6,(Phuloni | 6),,,,,,,,,
,Total,157,,,,,,,,,,
"Population
And Crop
Area
Affected",District,Male,Female,Children,Total,Total Crop Area (in,,Population and Crop Area Details,,,,
,,,,,Population,Hect.),,,,,,
,,,,,,,,,,,,
,Chirang,0,0,0,0,0,,(Sidli | Population Affected: 0 | Crop Area: 0),,,,
,Dhemaji,50,44,45,139,2,,(Jonai | Population Affected: 139 | Crop Area: 2),,,,
,Golaghat,6127,5157,3021,14305,1890.9,,"(Golaghat | Population Affected: 1825 | Crop Area: 611.7),
(Khumtai | Population Affected: 141 | Crop Area: 201),
(Bokakhat | Population Affected: 9298 | Crop Area: 66),
(Morongi | Population Affected: 108 | Crop Area: 617.5),
(Dergaon | Population Affected: 0 | Crop Area: 123.2),
(Sarupathar | Population Affected: 2933 | Crop Area: 271.5)",,,,
,Jorhat,0,0,0,0,20,,"(Jorhat West | Population Affected: 0 | Crop Area: 0),
(Titabor | Population Affected: 0 | Crop Area: 20)",,,,
,"Karbi
Anglong",989,1044,508,2541,220,,(Phuloni | Population Affected: 2541 | Crop Area: 220),,,,
,Karimganj,0,0,0,0,0,,(Karimganj | Population Affected: 0 | Crop Area: 0),,,,
,Nagaon,1040,686,228,1954,1684,,"(Kaliabor | Population Affected: 1954 | Crop Area: 925),
(Samaguri | Population Affected: 0 | Crop Area: 759)",,,,
,Sivasagar,209,193,110,512,110,,"(Nazira | Population Affected: 0 | Crop Area: 10), (Demow |
Population Affected: 512 | Crop Area: 20), (Sivsagar |
Population Affected: 0 | Crop Area: 80)",,,,
