0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 26-08-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 26-08-2024,,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Kushiyara (Karimganj),,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,3,"Dhemaji, Sivasagar, Karimganj",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",5,,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,,
,Karimganj,1,Patherkandi,,,,,,,,,,
,Sivasagar,3,"Demow, Nazira, Sivsagar",,,,,,,,,,
,Total,5,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,,
,Sivasagar,24,"(Demow | 6), (Nazira | 3), (Sivsagar | 15)",,,,,,,,,,
,Karimganj,8,(Patherkandi | 8),,,,,,,,,,
,Total,33,,,,,,,,,,,
"Population
And Crop
Area Affected",District,Male,Female,Children,Total,Total Crop Area (in,,Population and Crop Area Details,,,,,
,,,,,Population,Hect.),,,,,,,
,Dhemaji,50,44,45,139,2,,(Jonai | Population Affected: 139 | Crop Area: 2),,,,,
,Karimganj,1970,1811,1620,5401,0,,(Patherkandi | Population Affected: 5401 | Crop Area: 0),,,,,
,Sivasagar,356,290,216,862,196,,"(Demow | Population Affected: 862 | Crop Area: 76), (Nazira
| Population Affected: 0 | Crop Area: 30), (Sivsagar |
Population Affected: 0 | Crop Area: 90)",,,,,
,Total,2376,2145,1881,6402,198,,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Dhemaji,1,1 (Jonai | 1),,,,0 (Jonai | 0),,,,,,
,Karimganj,1,1 (Patherkandi | 1),,,,0 (Patherkandi | 0),,,,,,
,Sivasagar,0,"0 (Demow | 0), (Nazira | 0), (Sivsagar | 0)",,,,"0 (Demow | 0), (Nazira | 0), (Sivsagar | 0)",,,,,,
,Total,2,2,,,,0,,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant /,Person with Disability,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,Dhemaji,129,(Jonai | 129),,,42,35,45,7,0,,,
,Karimganj,17,(Patherkandi | 17),,,5,6,4,2,0,,,
,Sivasagar,0,"(Demow | 0), (Nazira | 0), (Sivsagar
| 0)",,,0,0,0,0,0,,,
,Total,146,,,,47,41,49,9,0,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,Dhemaji,0,(Jonai | 0),,,0,0,0,0,0,0,,
,Karimganj,0,(Patherkandi | 0),,,0,0,0,0,0,0,,
