0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 25-08-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 25-08-2024,,,,,,,,,,,,
"Rivers
flowing
above
Danger Level
(as per CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,Katakhal at Matizuri (Hailakandi) & Kushiyara (Karimganj).,,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,4,"Sivasagar, Hailakandi, Karimganj, Dhemaji",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",6,,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,,
,Hailakandi,1,Hailakandi,,,,,,,,,,
,Karimganj,1,Patherkandi,,,,,,,,,,
,Sivasagar,3,"Demow, Nazira, Sivsagar",,,,,,,,,,
,Total,6,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Sivasagar,26,"(Demow | 8), (Nazira | 3), (Sivsagar | 15)",,,,,,,,,,
,Hailakandi,3,(Hailakandi | 3),,,,,,,,,,
,Karimganj,8,(Patherkandi | 8),,,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,,
,Total,38,,,,,,,,,,,
"Population
And Crop
Area
Affected",District,Male,Female,Children,Total,Total Crop Area (in,,Population and Crop Area Details,,,,,
,,,,,Population,Hect.),,,,,,,
,Dhemaji,50,44,45,139,2,,(Jonai | Population Affected: 139 | Crop Area: 2),,,,,
,Hailakandi,30,40,43,113,35,,"(Lala | Population Affected: 0 | Crop Area: 0),
(Hailakandi | Population Affected: 113 | Crop Area:
35)",,,,,
,Karimganj,1975,1812,1623,5410,0,,"(Patherkandi | Population Affected: 5410 | Crop
Area: 0)",,,,,
,Sivasagar,675,435,238,1348,287,,"(Demow | Population Affected: 1348 | Crop Area:
167), (Nazira | Population Affected: 0 | Crop Area:
30), (Sivsagar | Population Affected: 0 | Crop Area:
90)",,,,,
,Total,2730,2331,1949,7010,324,,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Dhemaji,1,1 (Jonai | 1),,,,0 (Jonai | 0),,,,,,
,Hailakandi,2,"2 (Lala | 0), (Hailakandi | 2)",,,,"0 (Lala | 0), (Hailakandi | 0)",,,,,,
,Karimganj,1,1 (Patherkandi | 1),,,,0 (Patherkandi | 0),,,,,,
,Sivasagar,1,"1 (Demow | 1), (Nazira | 0), (Sivsagar | 0)",,,,"0 (Demow | 0), (Nazira | 0), (Sivsagar | 0)",,,,,,
,Total,5,5,,,,0,,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,,
,,,,,,,,,/,,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,Dhemaji,129,(Jonai | 129),,,42,35,45,7,0,,,
,Hailakandi,113,"(Lala | 0), (Hailakandi | 113)",,,30,40,43,0,0,,,
,Karimganj,17,(Patherkandi | 17),,,5,6,4,2,0,,,
,Sivasagar,16,"(Demow | 16), (Nazira | 0),
(Sivsagar | 0)",,,7,6,3,0,0,,,
,Total,275,,,,84,87,95,9,0,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,Dhemaji,0,(Jonai | 0),,,0,0,0,0,0,0,,
,Hailakandi,0,"(Lala | 0), (Hailakandi | 0)",,,0,0,0,0,0,0,,
,Karimganj,0,(Patherkandi | 0),,,0,0,0,0,0,0,,
,Sivasagar,0,"(Demow | 0), (Nazira | 0),
(Sivsagar | 0)",,,0,0,0,0,0,0,,
,Total,0,,,,0,0,0,0,0,0,,
"Human Lives
Lost -
Confirmed",District,Total,Flood,General,Male,Female,Children,,Others,Revenue Circlewise,,,
,,,Death,Drownin,,,Male,Female,,,,,
,,,,g (Non,,,,,,,,,
,,,,Flood),,,,,,,,,
,Sivasagar,0,0,0,0,0,0,0,0,"0 (Demow | 0), (Nazira | 0),
(Sivsagar | 0)",,,
,Hailakandi,0,0,0,0,0,0,0,0,"0 (Lala | 0), (Hailakandi | 0)",,,
,Karimganj,0,0,0,0,0,0,0,0,0 (Patherkandi | 0),,,
,Dhemaji,0,0,0,0,0,0,0,0,0 (Jonai | 0),,,
,Total,0,0,0,0,0,0,0,0,,,,
"Human Lives
Lost -
Missing",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,Male,Female,,,,,,,
,Sivasagar,0,0,0,0,0,0,"0 (Demow | 0), (Nazira | 0), (Sivsagar | 0)",,,,,
,Hailakandi,0,0,0,0,0,0,"0 (Lala | 0), (Hailakandi | 0)",,,,,
