0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 06-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 06-06-2024,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8 AM)",Rivers flowing above danger level,,,,,"Kopili (Kampur), Kopili (Dharamtul), Kushiyara (Karimganj)",,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,
"District
Affected",No. of Districts,Name of Affected Districts,,,,,,,,,,
,Affected,,,,,,,,,,,
,7,"Morigaon, Hojai, Cachar, Hailakandi, Nagaon, Karimganj, Karbi Anglong West",,,,,,,,,,
"No. Of Revenue
Circles Affected",18,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Cachar,4,"Udharbond, Katigorah, Sonai, Silchar",,,,,,,,,
,Hailakandi,2,"Hailakandi, Algapur",,,,,,,,,
,Hojai,3,"Doboka, Hojai, Lanka",,,,,,,,,
,"Karbi Anglong
West",1,Donkamokam,,,,,,,,,
,Karimganj,3,"Patherkandi, Nilambazar, Karimganj",,,,,,,,,
,Morigaon,2,"Morigaon, Mayong",,,,,,,,,
,Nagaon,3,"Kampur, Raha, Nagaon",,,,,,,,,
,Total,18,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Morigaon,63,"(Morigaon | 20), (Mayong | 43)",,,,,,,,,
,Hojai,9,"(Doboka | 3), (Hojai | 5), (Lanka | 1)",,,,,,,,,
,Cachar,84,"(Udharbond | 4), (Katigorah | 58), (Sonai | 2), (Silchar | 20)",,,,,,,,,
,Hailakandi,5,"(Hailakandi | 3), (Algapur | 2)",,,,,,,,,
,Nagaon,107,"(Kampur | 40), (Raha | 60), (Nagaon | 7)",,,,,,,,,
,Karimganj,20,"(Patherkandi | 2), (Nilambazar | 17), (Karimganj | 1)",,,,,,,,,
,"Karbi Anglong
West",5,(Donkamokam | 5),,,,,,,,,
,Total,293,,,,,,,,,,
"Population And
Crop Area
Affected",District,Male,Female,Children,Total,Total Crop Area,,Population and Crop Area Details,,,,
,,,,,Population,,,,,,,
,Cachar,18630,18753,13319,50702,0,,"(Udharbond | Population Affected: 411 | Crop Area: 0),
(Katigorah | Population Affected: 30788 | Crop Area:
0), (Sonai | Population Affected: 1600 | Crop Area: 0),
(Silchar | Population Affected: 17903 | Crop Area: 0)",,,,
