0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 29-07-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 29-07-2024,,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8 AM)",Rivers flowing above danger level,,,,,Nil,,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
District Affected,No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,4,"Dhemaji, Golaghat, Sivasagar, Nagaon",,,,,,,,,,,
"No. Of Revenue
Circles Affected",11,,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Dhemaji,2,"Sissiborgaon, Jonai",,,,,,,,,,
,Golaghat,4,"Khumtai, Golaghat, Bokakhat, Dergaon",,,,,,,,,,
,Nagaon,2,"Kaliabor, Samaguri",,,,,,,,,,
,Sivasagar,3,"Sivsagar, Demow, Nazira",,,,,,,,,,
,Total,11,,,,,,,,,,,
Villages Affected,District,Total,Revenue Circle,,,,,,,,,,
,Dhemaji,2,"(Sissiborgaon | 1), (Jonai | 1)",,,,,,,,,,
,Golaghat,31,"(Khumtai | 5), (Golaghat | 5), (Bokakhat | 7), (Dergaon | 14)",,,,,,,,,,
,Sivasagar,40,"(Sivsagar | 22), (Demow | 12), (Nazira | 6)",,,,,,,,,,
,Nagaon,22,"(Kaliabor | 7), (Samaguri | 15)",,,,,,,,,,
,Total,95,,,,,,,,,,,
"Population And
Crop Area
Affected",District,Male,Female,Children,Total,Total Crop Area (in,,Population and Crop Area Details,,,,,
,,,,,Population,Hect.),,,,,,,
,Dhemaji,481,477,189,1147,22,,"(Sissiborgaon | Population Affected: 1011 | Crop Area:
20), (Jonai | Population Affected: 136 | Crop Area: 2)",,,,,
,Golaghat,4301,3472,1525,9298,332,,"(Khumtai | Population Affected: 0 | Crop Area: 63.5),
(Golaghat | Population Affected: 0 | Crop Area: 115),
(Bokakhat | Population Affected: 9298 | Crop Area:
25.5), (Dergaon | Population Affected: 0 | Crop Area:
128)",,,,,
,Jorhat,0,0,0,0,0,,(Titabor | Population Affected: 0 | Crop Area: 0),,,,,
,Nagaon,6403,3953,1538,11894,2334.5,,"(Kaliabor | Population Affected: 8789 | Crop Area:
1378.5), (Samaguri | Population Affected: 3105 | Crop
Area: 956)",,,,,
,Sivasagar,352,317,193,862,253,,"(Sivsagar | Population Affected: 0 | Crop Area: 200),
(Demow | Population Affected: 862 | Crop Area: 43),
(Nazira | Population Affected: 0 | Crop Area: 10)",,,,,
,Total,11537,8219,3445,23201,2941.5,,,,,,,
"Relief Camps /
Centres Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Dhemaji,1,"1 (Sissiborgaon | 0), (Jonai | 1)",,,,"0 (Sissiborgaon | 0), (Jonai | 0)",,,,,,
,Golaghat,0,"0 (Khumtai | 0), (Golaghat | 0), (Bokakhat | 0),
(Dergaon | 0)",,,,"0 (Khumtai | 0), (Golaghat | 0), (Bokakhat | 0), (Dergaon | 0)",,,,,,
,Jorhat,0,0 (Titabor | 0),,,,0 (Titabor | 0),,,,,,
,Nagaon,3,"3 (Kaliabor | 3), (Samaguri | 0)",,,,"0 (Kaliabor | 0), (Samaguri | 0)",,,,,,
,Sivasagar,6,"6 (Sivsagar | 0), (Demow | 6), (Nazira | 0)",,,,"0 (Sivsagar | 0), (Demow | 0), (Nazira | 0)",,,,,,
,Total,10,10,,,,0,,,,,,
"Inmates In Relief
Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,,
,,,,,,,,,/,,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,Dhemaji,116,"(Sissiborgaon | 0), (Jonai | 116)",,,37,35,44,0,0,,,
,Golaghat,0,"(Khumtai | 0), (Golaghat | 0),
(Bokakhat | 0), (Dergaon | 0)",,,0,0,0,0,0,,,
,Jorhat,0,(Titabor | 0),,,0,0,0,0,0,,,
,Nagaon,103,"(Kaliabor | 103), (Samaguri | 0)",,,52,36,15,0,0,,,
,Sivasagar,227,"(Sivsagar | 0), (Demow | 227),
(Nazira | 0)",,,86,86,55,0,0,,,
,Total,446,,,,175,157,114,0,0,,,
,District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,,,,,,,,,,,,,
,Dhemaji,0,"(Sissiborgaon | 0), (Jonai | 0)",,,0,0,0,0,0,0,,
,Golaghat,0,"(Khumtai | 0), (Golaghat | 0),
(Bokakhat | 0), (Dergaon | 0)",,,0,0,0,0,0,0,,
,Jorhat,0,(Titabor | 0),,,0,0,0,0,0,0,,
,Nagaon,0,"(Kaliabor | 0), (Samaguri | 0)",,,0,0,0,0,0,0,,
,Sivasagar,0,"(Sivsagar | 0), (Demow | 0),
(Nazira | 0)",,,0,0,0,0,0,0,,
,Total,0,,,,0,0,0,0,0,0,,
"Human Lives
Lost - Confirmed",District,Total,Flood Death,General,Male,Female,Children,,Others,Revenue Circlewise,,,
,,,,Drowning,,,Male,Female,,,,,
,,,,(Non,,,,,,,,,
,,,,Flood),,,,,,,,,
,Dhemaji,0,0,0,0,0,0,0,0,"0 (Sissiborgaon | 0), (Jonai | 0)",,,
,Golaghat,0,0,0,0,0,0,0,0,"0 (Khumtai | 0), (Golaghat | 0),
(Bokakhat | 0), (Dergaon | 0)",,,
,Sivasagar,0,0,0,0,0,0,0,0,"0 (Sivsagar | 0), (Demow | 0),
(Nazira | 0)",,,
,Nagaon,0,0,0,0,0,0,0,0,"0 (Kaliabor | 0), (Samaguri | 0)",,,
,Jorhat,0,0,0,0,0,0,0,0,0 (Titabor | 0),,,
,Total,0,0,0,0,0,0,0,0,,,,
"Human Lives
Lost - Missing",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,Male,Female,,,,,,,
,Dhemaji,0,0,0,0,0,0,"0 (Sissiborgaon | 0), (Jonai | 0)",,,,,
,Golaghat,0,0,0,0,0,0,"0 (Khumtai | 0), (Golaghat | 0), (Bokakhat | 0),
(Dergaon | 0)",,,,,
,Sivasagar,0,0,0,0,0,0,"0 (Sivsagar | 0), (Demow | 0), (Nazira | 0)",,,,,
,Nagaon,0,0,0,0,0,0,"0 (Kaliabor | 0), (Samaguri | 0)",,,,,
,Jorhat,0,0,0,0,0,0,0 (Titabor | 0),,,,,
,Total,0,0,0,0,0,0,,,,,,
"Animals
Affected",District,Total,Big,Small,Poultry,,,,,,,,
,Dhemaji,0,0,0,0,,,,,,,,
,Golaghat,0,0,0,0,,,,,,,,
,Jorhat,0,0,0,0,,,,,,,,
,Nagaon,0,0,0,0,,,,,,,,
,Sivasagar,6224,2867,2144,1213,,,,,,,,
