0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 09-08-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 09-08-2024,,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,"Dikhou (Sivasagar), Dhansiri (S) (Golaghat), Dhansiri (S) (Numaligarh), Barak
(Fulertal), Barak (AP Ghat), Barak (BP Ghat), Kushiyara (Karimganj)",,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,3,"Golaghat, Sivasagar, Dhemaji",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",9,,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,,
,Golaghat,5,"Golaghat, Khumtai, Bokakhat, Sarupathar, Morongi",,,,,,,,,,
,Sivasagar,3,"Nazira, Sivsagar, Demow",,,,,,,,,,
,Total,9,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Golaghat,36,"(Golaghat | 7), (Khumtai | 11), (Bokakhat | 13), (Sarupathar | 3), (Morongi | 2)",,,,,,,,,,
,Sivasagar,11,"(Nazira | 2), (Sivsagar | 3), (Demow | 6)",,,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,,
,Total,48,,,,,,,,,,,
"Population
And Crop
Area Affected",District,Male,Female,Children,Total,Total Crop Area (in,,Population and Crop Area Details,,,,,
,,,,,Population,Hect.),,,,,,,
,Dhemaji,50,44,45,139,2,,(Jonai | Population Affected: 139 | Crop Area: 2),,,,,
,Goalpara,0,0,0,0,0,,(Balijana | Population Affected: 0 | Crop Area: 0),,,,,
,Golaghat,2566,2211,760,5537,1015.7,,"(Golaghat | Population Affected: 341 | Crop Area: 62.8),
(Khumtai | Population Affected: 0 | Crop Area: 41),
(Bokakhat | Population Affected: 4753 | Crop Area: 110),
(Sarupathar | Population Affected: 247 | Crop Area: 184.4),
(Morongi | Population Affected: 196 | Crop Area: 617.5)",,,,,
,Sivasagar,78,64,40,182,93,,"(Nazira | Population Affected: 0 | Crop Area: 5), (Sivsagar |
Population Affected: 0 | Crop Area: 80), (Demow |
Population Affected: 182 | Crop Area: 8)",,,,,
,Total,2694,2319,845,5858,1110.7,,,,,,,
"Relief Camps
/ Centres
Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Dhemaji,1,1 (Jonai | 1),,,,0 (Jonai | 0),,,,,,
,Goalpara,0,0 (Balijana | 0),,,,0 (Balijana | 0),,,,,,
,Golaghat,3,"2 (Golaghat | 1), (Khumtai | 0), (Bokakhat | 0),
(Sarupathar | 1), (Morongi | 0)",,,,"1 (Golaghat | 0), (Khumtai | 0), (Bokakhat | 0), (Sarupathar | 1),
(Morongi | 0)",,,,,,
,Sivasagar,0,"0 (Nazira | 0), (Sivsagar | 0), (Demow | 0)",,,,"0 (Nazira | 0), (Sivsagar | 0), (Demow | 0)",,,,,,
,Total,4,3,,,,1,,,,,,
"Inmates In
Relief Camps",District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant /,Person with Disability,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,Dhemaji,122,(Jonai | 122),,,42,35,45,0,0,,,
,Goalpara,0,(Balijana | 0),,,0,0,0,0,0,,,
,Golaghat,228,"(Golaghat | 192), (Khumtai | 0),
(Bokakhat | 0), (Sarupathar | 36),
(Morongi | 0)",,,96,92,40,0,0,,,
,Sivasagar,0,"(Nazira | 0), (Sivsagar | 0), (Demow |
0)",,,0,0,0,0,0,,,
,Total,350,,,,138,127,85,0,0,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,,,,,,,,,,,,,
,Dhemaji,0,(Jonai | 0),,,0,0,0,0,0,0,,
,Goalpara,0,(Balijana | 0),,,0,0,0,0,0,0,,
,Golaghat,179,"(Golaghat | 0), (Khumtai | 0),
(Bokakhat | 0), (Sarupathar | 179),
(Morongi | 0)",,,74,70,35,40,100,0,,
,Sivasagar,0,"(Nazira | 0), (Sivsagar | 0), (Demow |
0)",,,0,0,0,0,0,0,,
,Total,179,,,,74,70,35,40,100,0,,
"Human Lives
Lost -
Confirmed",District,Total,Flood,General,Male,Female,Children,,Others,Revenue Circlewise,,,
,,,Death,Drowning,,,Male,Female,,,,,
,,,,(Non,,,,,,,,,
,,,,Flood),,,,,,,,,
,Goalpara,0,0,0,0,0,0,0,0,0 (Balijana | 0),,,
,Golaghat,0,0,0,0,0,0,0,0,"0 (Golaghat | 0), (Khumtai | 0),
(Bokakhat | 0), (Sarupathar | 0),
(Morongi | 0)",,,
,Sivasagar,0,0,0,0,0,0,0,0,"0 (Nazira | 0), (Sivsagar | 0), (Demow
| 0)",,,
,Dhemaji,0,0,0,0,0,0,0,0,0 (Jonai | 0),,,
,Total,0,0,0,0,0,0,0,0,,,,
"Human Lives
Lost - Missing",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,Male,Female,,,,,,,
