0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 19-08-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 19-08-2024,,,,,,,,,,,,
"Rivers flowing
above Danger
Level (as per
CWC bulletin
issued at 8 AM)",Rivers flowing above danger level,,,,,Nil,,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,5,"Sivasagar, Charaideo, Golaghat, Dhemaji, Karbi Anglong",,,,,,,,,,,
"No. Of Revenue
Circles Affected",7,,,,,,,,,,,,
"Name Of
Revenue Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Charaideo,1,Mahmora,,,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,,
,Golaghat,1,Bokakhat,,,,,,,,,,
,"Karbi
Anglong",1,Phuloni,,,,,,,,,,
,Sivasagar,3,"Demow, Sivsagar, Nazira",,,,,,,,,,
,Total,7,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Sivasagar,55,"(Demow | 37), (Sivsagar | 15), (Nazira | 3)",,,,,,,,,,
,Charaideo,22,(Mahmora | 22),,,,,,,,,,
,Golaghat,9,(Bokakhat | 9),,,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,,
,"Karbi
Anglong",1,(Phuloni | 1),,,,,,,,,,
,Total,88,,,,,,,,,,,
"Population And
Crop Area
Affected",District,Male,Female,Children,Total Population,Total Crop Area (in,,Population and Crop Area Details,,,,,
,,,,,,Hect.),,,,,,,
,Bajali,0,0,0,0,0,,(Sarupeta | Population Affected: 0 | Crop Area: 0),,,,,
,Charaideo,3500,2859,3256,9615,3800,,(Mahmora | Population Affected: 9615 | Crop Area: 3800),,,,,
,Dhemaji,50,44,45,139,2,,(Jonai | Population Affected: 139 | Crop Area: 2),,,,,
,Golaghat,0,0,0,0,116,,(Bokakhat | Population Affected: 0 | Crop Area: 116),,,,,
,"Karbi
Anglong",1,0,0,1,0,,(Phuloni | Population Affected: 1 | Crop Area: 0),,,,,
,Sivasagar,19110,15798,12752,47660,1877.5,,"(Demow | Population Affected: 43467 | Crop Area:
1752.5), (Sivsagar | Population Affected: 4193 | Crop
Area: 90), (Nazira | Population Affected: 0 | Crop Area:
35)",,,,,
,Total,22661,18701,16053,57415,5795.5,,,,,,,
"Relief Camps /
Centres Opened",District,Total,Relief Camp,,,,Relief Distribution Centres,,,,,,
,Bajali,0,0 (Sarupeta | 0),,,,0 (Sarupeta | 0),,,,,,
,Charaideo,7,7 (Mahmora | 7),,,,0 (Mahmora | 0),,,,,,
,Dhemaji,1,1 (Jonai | 1),,,,0 (Jonai | 0),,,,,,
,Golaghat,0,0 (Bokakhat | 0),,,,0 (Bokakhat | 0),,,,,,
,"Karbi
Anglong",1,0 (Phuloni | 0),,,,1 (Phuloni | 1),,,,,,
,Sivasagar,22,"11 (Demow
| 11),
(Sivsagar |
0), (Nazira |
0)",,,,"11 (Demow | 0), (Sivsagar | 11), (Nazira | 0)",,,,,,
,Total,31,19,,,,12,,,,,,
,District,Total,Revenue Circlewise,,,Male,Female,Children,Pregnant,Person with Disability,,,
,,,,,,,,,/,,,,
,,,,,,,,,Lactating,,,,
,,,,,,,,,Mother,,,,
,Bajali,0,(Sarupeta | 0),,,0,0,0,0,0,,,
,Charaideo,1918,(Mahmora | 1918),,,675,709,534,0,0,,,
,Dhemaji,122,(Jonai | 122),,,42,35,45,0,0,,,
,Golaghat,0,(Bokakhat | 0),,,0,0,0,0,0,,,
,"Karbi
Anglong",0,(Phuloni | 0),,,0,0,0,0,0,,,
,Sivasagar,978,"(Demow |
978),
(Sivsagar |
0), (Nazira |
0)",,,418,360,200,0,0,,,
,Total,3018,,,,1135,1104,779,0,0,,,
"Non Camp
Inmates in
Relief
Distribution
Centers",District,Total,Revenue Circlewise,,,Male,Female,Children,Animals,,,,
,,,,,,,,,Big,Small,Poultry,,
,,,,,,,,,,,,,
,Bajali,0,(Sarupeta | 0),,,0,0,0,0,0,0,,
,Charaideo,0,(Mahmora | 0),,,0,0,0,0,0,0,,
,Dhemaji,0,(Jonai | 0),,,0,0,0,0,0,0,,
,Golaghat,0,(Bokakhat | 0),,,0,0,0,0,0,0,,
,"Karbi
Anglong",1,(Phuloni | 1),,,1,0,0,0,0,0,,
,Sivasagar,4193,"(Demow |
0), (Sivsagar
| 4193),
(Nazira | 0)",,,1688,1883,622,0,0,0,,
,Total,4194,,,,1689,1883,622,0,0,0,,
"Human Lives
Lost -
Confirmed",District,Total,Flood,General,Male,Female,Children,,Others,Revenue Circlewise,,,
,,,Death,Drowning,,,Male,Female,,,,,
,,,,(Non,,,,,,,,,
,,,,Flood),,,,,,,,,
,Bajali,0,0,0,0,0,0,0,0,0 (Sarupeta | 0),,,
,Sivasagar,1,1,0,0,0,0,1,0,"1 (Demow | 1), (Sivsagar | 0),
(Nazira | 0)",,,
,Charaideo,0,0,0,0,0,0,0,0,0 (Mahmora | 0),,,
,Golaghat,0,0,0,0,0,0,0,0,0 (Bokakhat | 0),,,
,Dhemaji,0,0,0,0,0,0,0,0,0 (Jonai | 0),,,
,"Karbi
Anglong",0,0,0,0,0,0,0,0,0 (Phuloni | 0),,,
,Total,1,1,0,0,0,0,1,0,,,,
"Human Lives
Lost - Missing",District,Total,Male,Female,Children,,Others,Revenue Circlewise,,,,,
,,,,,Male,Female,,,,,,,
,Bajali,0,0,0,0,0,0,0 (Sarupeta | 0),,,,,
,Sivasagar,0,0,0,0,0,0,"0 (Demow | 0), (Sivsagar | 0), (Nazira | 0)",,,,,
,Charaideo,0,0,0,0,0,0,0 (Mahmora | 0),,,,,
,Golaghat,0,0,0,0,0,0,0 (Bokakhat | 0),,,,,
,Dhemaji,0,0,0,0,0,0,0 (Jonai | 0),,,,,
,"Karbi
Anglong",0,0,0,0,0,0,0 (Phuloni | 0),,,,,
,Total,0,0,0,0,0,0,,,,,,
"Animals
Affected",District,Total,Big,Small,Poultry,,,,,,,,
,Bajali,0,0,0,0,,,,,,,,
,Charaideo,0,0,0,0,,,,,,,,
,Dhemaji,0,0,0,0,,,,,,,,
,Golaghat,0,0,0,0,,,,,,,,
,"Karbi
Anglong",0,0,0,0,,,,,,,,
,Sivasagar,18620,8476,6123,4021,,,,,,,,
,Total,18620,8476,6123,4021,,,,,,,,
,District,Total,Big,Small,Poultry,,,,,,,,
,Bajali,0,0,0,0,,,,,,,,
,Charaideo,0,0,0,0,,,,,,,,
,Dhemaji,0,0,0,0,,,,,,,,
,Golaghat,0,0,0,0,,,,,,,,
,"Karbi
Anglong",0,0,0,0,,,,,,,,
,Sivasagar,0,0,0,0,,,,,,,,
,Total,0,0,0,0,,,,,,,,
"Houses
Damaged",District,Fully,Fully Pukka,Fully Total,,Partially,Partially,Partially Total,,,,,
,,Kuccha,,,,Kuccha,Pukka,,,,,,
,Bajali,0,0,0,,0,0,0,,,,,
,Sivasagar,1,0,1,,0,0,0,,,,,
,Charaideo,0,0,0,,0,0,0,,,,,
,Golaghat,0,0,0,,0,0,0,,,,,
,Dhemaji,0,0,0,,0,0,0,,,,,
,"Karbi
Anglong",0,0,0,,0,0,0,,,,,
,Total,1,0,1,,0,0,0,,,,,
"Houses
Damaged
Others",District,Others Huts,,,Others Cattle Shed,,,Others Total,,,,,
,Bajali,0,,,0,,,0,,,,,
,Sivasagar,0,,,1,,,1,,,,,
,Charaideo,0,,,0,,,0,,,,,
,Golaghat,0,,,0,,,0,,,,,
,Dhemaji,0,,,0,,,0,,,,,
,"Karbi
Anglong",1,,,0,,,1,,,,,
,Total,1,,,1,,,2,,,,,
"Rescue
Operation",District,Agency,,,Other Agencies Involved,,Medical,Boats,Person,Animal,Helicopters,Person,
,,,,,,,Team,Deployed,Evacuated,Evacuated,Deployed,Evacuated By,
,,,,,,,Deployed,,By Boats,By Boats,,Helicopters,
,Bajali,,,,,,0,0,0,0,0,0,
,Charaideo,,,,,,0,0,0,0,0,0,
,Dhemaji,,,,,,0,0,0,0,0,0,
,Golaghat,,,,,,0,0,0,0,0,0,
,"Karbi
Anglong",,,,,,0,0,0,0,0,0,
,Sivasagar,,,,,,0,0,0,0,0,0,
,Total,,,,,,0,0,0,0,0,0,
"Relief
Distributed",District,Rice (in,Dal (in Q),Salt (in Q),M. Oil (in L),Cattle Feed,Cattle Feed,Cattle Feed - Rice Bran (in Q),,,,,
,,Q),,,,- Green,- Wheat,,,,,,
,,,,,,Fooder (in,Bran (in Q),,,,,,
,,,,,,Q),,,,,,,
