0,1,2,3,4,5,6,7,8,9,10,11,12
Assam Flood Report as on 20-06-2024,,,,,,,,,,,,
Particulars,Assam Flood Report as on 20-06-2024,,,,,,,,,,,
"Rivers
flowing
above
Danger
Level (as
per CWC
bulletin
issued at 8
AM)",Rivers flowing above danger level,,,"Kopili (Kampur), Katakhal (MATIZURI), Barak (BADARPUR GHAT), Kushiyara (KARIMGANJ)",,,,,,,,
,Rivers flowing above highest flood level,,,Nil,,,,,,,,
"District
Affected",No. of Districts,Name of Affected Districts,,,,,,,,,,
,Affected,,,,,,,,,,,
,22,"Tamulpur, Barpeta, Karimganj, Udalguri, Kamrup, Lakhimpur, Kokrajhar, Kamrup (M), Hojai, South Salmara, Cachar, Nalbari, Darrang,
Goalpara, Bongaigaon, Baksa, Nagaon, Sonitpur, Biswanath, Hailakandi, Bajali, Karbi Anglong West",,,,,,,,,,
"No. Of
Revenue
Circles
Affected",67,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,
,Bajali,2,"Sarupeta, Bajali",,,,,,,,,
,Baksa,3,"Baska, Jalah, Barnagar RC part",,,,,,,,,
,Barpeta,3,"Sarthebari, Barnagar, Barpeta",,,,,,,,,
,Biswanath,2,"Halem, Gohpur",,,,,,,,,
,Bongaigaon,4,"Srijangram, Boitamari, Bongaigaon, Manikpur",,,,,,,,,
,Cachar,1,Katigorah,,,,,,,,,
,Darrang,5,"Patharighat, Dalgaon, Sipajhar, Pub-Mangaldai, Mangaldoi",,,,,,,,,
,Goalpara,4,"Lakhipur, Matia, Dudhnoi, Balijana",,,,,,,,,
,Hailakandi,1,Hailakandi,,,,,,,,,
,Hojai,3,"Doboka, Hojai, Lanka",,,,,,,,,
,Kamrup,7,"Rangia, Chaygaon, North Ghy, Boko, Kayan, Hajo, Kamalpur",,,,,,,,,
,Kamrup (M),1,Azara,,,,,,,,,
,"Karbi Anglong
West",1,Donkamokam,,,,,,,,,
,Karimganj,5,"Patherkandi, Nilambazar, Badarpur, RK Nagar, Karimganj",,,,,,,,,
,Kokrajhar,4,"Bhawraguri, Kokrajhar, Gossaigaon, Bagribari",,,,,,,,,
,Lakhimpur,3,"North Lakhimpur, Kadam, Narayanpur",,,,,,,,,
,Nagaon,2,"Kampur, Raha",,,,,,,,,
,Nalbari,6,"Ghograpar, Banekuchi, Nalbari, Barbhag, Tihu, Paschim Nalbari",,,,,,,,,
,Sonitpur,2,"Thelamara, Dhekiajuli",,,,,,,,,
,South Salmara,1,Mankachar,,,,,,,,,
,Tamulpur,2,"Tamulpur, Goreswar",,,,,,,,,
,Udalguri,5,"Khairabari, Harisinga, Kalaigaon, Mazbat, Udalguri",,,,,,,,,
,Total,67,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,
,Tamulpur,84,"(Tamulpur | 11), (Goreswar | 73)",,,,,,,,,
,Barpeta,58,"(Sarthebari | 54), (Barnagar | 2), (Barpeta | 2)",,,,,,,,,
,Karimganj,279,"(Patherkandi | 28), (Nilambazar | 106), (Badarpur | 24), (RK Nagar | 71), (Karimganj | 50)",,,,,,,,,
,Udalguri,51,"(Khairabari | 16), (Harisinga | 1), (Kalaigaon | 19), (Mazbat | 4), (Udalguri | 11)",,,,,,,,,
,Kamrup,182,"(Rangia | 82), (Chaygaon | 4), (North Ghy | 14), (Boko | 1), (Kayan | 25), (Hajo | 25), (Kamalpur | 31)",,,,,,,,,
,Lakhimpur,19,"(North Lakhimpur | 1), (Kadam | 4), (Narayanpur | 14)",,,,,,,,,
,Kokrajhar,70,"(Bhawraguri | 12), (Kokrajhar | 12), (Gossaigaon | 11), (Bagribari | 35)",,,,,,,,,
,Kamrup (M),6,(Azara | 6),,,,,,,,,
,Hojai,24,"(Doboka | 9), (Hojai | 11), (Lanka | 4)",,,,,,,,,
,South Salmara,66,(Mankachar | 66),,,,,,,,,
,Cachar,36,(Katigorah | 36),,,,,,,,,
,Nalbari,99,"(Ghograpar | 15), (Banekuchi | 4), (Nalbari | 20), (Barbhag | 30), (Tihu | 21), (Paschim Nalbari | 9)",,,,,,,,,
,Darrang,82,"(Patharighat | 41), (Dalgaon | 8), (Sipajhar | 9), (Pub-Mangaldai | 8), (Mangaldoi | 16)",,,,,,,,,
,Goalpara,98,"(Lakhipur | 45), (Matia | 43), (Dudhnoi | 1), (Balijana | 9)",,,,,,,,,
,Bongaigaon,41,"(Srijangram | 15), (Boitamari | 18), (Bongaigaon | 7), (Manikpur | 1)",,,,,,,,,
,Baksa,18,"(Baska | 12), (Jalah | 4), (Barnagar RC part | 2)",,,,,,,,,
,Nagaon,38,"(Kampur | 20), (Raha | 18)",,,,,,,,,
,Sonitpur,2,"(Thelamara | 1), (Dhekiajuli | 1)",,,,,,,,,
,Biswanath,12,"(Halem | 11), (Gohpur | 1)",,,,,,,,,
,Hailakandi,6,(Hailakandi | 6),,,,,,,,,
,Bajali,39,"(Sarupeta | 13), (Bajali | 26)",,,,,,,,,
,"Karbi Anglong
West",1,(Donkamokam | 1),,,,,,,,,
,Total,1311,,,,,,,,,,
"Population
And Crop
Area
Affected",District,Male,Female,Childre,Total,Total Crop Area,Population and Crop Area Details,,,,,
,,,,n,Population,,,,,,,
,Bajali,5074,4211,554,9839,208.7,"(Sarupeta | Population Affected: 5160 | Crop Area: 137.7), (Bajali |
Population Affected: 4679 | Crop Area: 71)",,,,,
,Baksa,1554,1636,960,4150,66,"(Baska | Population Affected: 0 | Crop Area: 48), (Jalah | Population
Affected: 1835 | Crop Area: 18), (Barnagar RC part | Population
Affected: 2315 | Crop Area: 0)",,,,,
,Barpeta,7318,6402,4390,18110,79.75,"(Sarthebari | Population Affected: 17185 | Crop Area: 79.75),
(Barnagar | Population Affected: 725 | Crop Area: 0), (Barpeta |
Population Affected: 200 | Crop Area: 0)",,,,,
,Biswanath,275,198,103,576,54,"(Halem | Population Affected: 576 | Crop Area: 44.5), (Gohpur |
Population Affected: 0 | Crop Area: 9.5)",,,,,
,Bongaigaon,0,0,0,0,132,"(Srijangram | Population Affected: 0 | Crop Area: 19), (Boitamari |
Population Affected: 0 | Crop Area: 113), (Bongaigaon | Population
Affected: 0 | Crop Area: 0), (Manikpur | Population Affected: 0 | Crop
Area: 0)",,,,,
,Cachar,5200,4930,1030,11160,0,(Katigorah | Population Affected: 11160 | Crop Area: 0),,,,,
,Darrang,24101,21812,7467,53380,792.7,"(Patharighat | Population Affected: 35742 | Crop Area: 0), (Dalgaon |
Population Affected: 0 | Crop Area: 12), (Sipajhar | Population
Affected: 9683 | Crop Area: 83.45), (Pub-Mangaldai | Population
Affected: 0 | Crop Area: 98), (Mangaldoi | Population Affected: 7955 |
Crop Area: 599.25)",,,,,
,Goalpara,2694,2580,1993,7267,199,"(Lakhipur | Population Affected: 7239 | Crop Area: 0), (Matia |
Population Affected: 0 | Crop Area: 183), (Dudhnoi | Population
Affected: 28 | Crop Area: 0), (Balijana | Population Affected: 0 | Crop
Area: 16)",,,,,
,Hailakandi,175,138,217,530,0,(Hailakandi | Population Affected: 530 | Crop Area: 0),,,,,
,Hojai,1704,1138,663,3505,322,"(Doboka | Population Affected: 837 | Crop Area: 65), (Hojai |
Population Affected: 2668 | Crop Area: 88), (Lanka | Population
Affected: 0 | Crop Area: 169)",,,,,
,Kamrup,39,54,15,108,451.8,"(Rangia | Population Affected: 108 | Crop Area: 179.32), (Chaygaon |
Population Affected: 0 | Crop Area: 0), (North Ghy | Population
Affected: 0 | Crop Area: 15.3), (Boko | Population Affected: 0 | Crop
Area: 0), (Kayan | Population Affected: 0 | Crop Area: 25.68), (Hajo |
Population Affected: 0 | Crop Area: 173), (Kamalpur | Population
Affected: 0 | Crop Area: 58.5)",,,,,
,Kamrup (M),0,0,0,0,0,(Azara | Population Affected: 0 | Crop Area: 0),,,,,
,"Karbi Anglong
West",0,0,0,0,34,(Donkamokam | Population Affected: 0 | Crop Area: 34),,,,,
