0,1,2,3,4,5,6,7,8,9,10,11,12,13
Assam Flood Report as on 24-08-2024,,,,,,,,,,,,,
Particulars,Assam Flood Report as on 24-08-2024,,,,,,,,,,,,
"Rivers
flowing
above Danger
Level (as per
CWC bulletin
issued at 8
AM)",Rivers flowing above danger level,,,,,"Dhaleswari at Gharmura (Hailakandi); Katakhal at Matizuri (Hailakandi) & Kushiyara
(Karimganj).",,,,,,,
,Rivers flowing above highest flood level,,,,,Nil,,,,,,,
"District
Affected",No. of,Name of Affected Districts,,,,,,,,,,,
,Districts,,,,,,,,,,,,
,Affected,,,,,,,,,,,,
,5,"Hailakandi, Sivasagar, Karimganj, Nagaon, Dhemaji",,,,,,,,,,,
"No. Of
Revenue
Circles
Affected",8,,,,,,,,,,,,
"Name Of
Revenue
Circle
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Dhemaji,1,Jonai,,,,,,,,,,
,Hailakandi,2,"Lala, Hailakandi",,,,,,,,,,
,Karimganj,1,Patherkandi,,,,,,,,,,
,Nagaon,1,Kampur,,,,,,,,,,
,Sivasagar,3,"Demow, Nazira, Sivsagar",,,,,,,,,,
,Total,8,,,,,,,,,,,
"Villages
Affected",District,Total,Revenue Circle,,,,,,,,,,
,Hailakandi,9,"(Lala | 3), (Hailakandi | 6)",,,,,,,,,,
,Sivasagar,30,"(Demow | 12), (Nazira | 3), (Sivsagar | 15)",,,,,,,,,,
,Karimganj,12,(Patherkandi | 12),,,,,,,,,,
,Nagaon,5,(Kampur | 5),,,,,,,,,,
,Dhemaji,1,(Jonai | 1),,,,,,,,,,
,Total,57,,,,,,,,,,,
"Population
And Crop
Area Affected",District,Male,Female,Children,Total,Total Crop Area (in Hect.),,Population and Crop Area Details,,,,,
,,,,,Population,,,,,,,,
,Darrang,0,0,0,0,0,,(Pub-Mangaldai | Population Affected: 0 | Crop Area: 0),,,,,
,Dhemaji,50,44,45,139,2,,(Jonai | Population Affected: 139 | Crop Area: 2),,,,,
,Hailakandi,250,209,121,580,0,,"(Lala | Population Affected: 149 | Crop Area: 0),
(Hailakandi | Population Affected: 431 | Crop Area: 0)",,,,,
,Karimganj,3051,2805,2750,8606,0,,(Patherkandi | Population Affected: 8606 | Crop Area: 0),,,,,
,Nagaon,0,0,0,0,107,,"(Kampur | Population Affected: 0 | Crop Area: 107),
(Samaguri | Population Affected: 0 | Crop Area: 0)",,,,,
