factor,timeperiod,financial-year,18-300,18-300-00101,18-300-00102,18-300-00103,18-300-00104,18-300-00105,18-300-00106,18-300-00107,18-300-00108,18-301,18-301-00109,18-301-00110,18-301-00111,18-301-00112,18-301-00113,18-301-00114,18-301-00274,18-302,18-302-00115,18-302-00116,18-302-00117,18-302-00118,18-302-00119,18-303,18-303-00120,18-303-00121,18-303-00122,18-303-00123,18-303-00264,18-303-00266,18-304,18-304-00126,18-304-00127,18-304-00128,18-304-00129,18-304-00271,18-305,18-305-00130,18-305-00131,18-305-00132,18-305-00133,18-305-00134,18-305-00135,18-305-00136,18-306,18-306-00137,18-306-00138,18-306-00139,18-306-00140,18-307,18-307-00141,18-307-00142,18-307-00143,18-307-00144,18-307-00145,18-307-00146,18-307-00147,18-308,18-308-00148,18-308-00149,18-308-00150,18-308-00151,18-308-00152,18-308-00153,18-309,18-309-00154,18-309-00155,18-309-00156,18-309-00157,18-310,18-310-00158,18-310-00159,18-310-00160,18-310-00161,18-310-00162,18-310-00163,18-310-00164,18-311,18-311-00165,18-311-00166,18-311-00167,18-311-00168,18-312,18-312-00169,18-312-00170,18-312-00171,18-312-00276,18-312-00277,18-313,18-313-00172,18-313-00173,18-313-00174,18-313-00175,18-313-00176,18-313-00177,18-314,18-314-00178,18-314-00179,18-314-00275,18-315,18-315-00180,18-315-00181,18-315-00182,18-315-00183,18-316,18-316-00184,18-316-00185,18-316-00186,18-316-00187,18-316-00188,18-317,18-317-00189,18-317-00190,18-317-00191,18-317-00192,18-317-00193,18-318,18-318-00194,18-318-00195,18-318-00196,18-318-00197,18-319,18-319-00198,18-319-00199,18-319-00200,18-319-00201,18-319-00202,18-320,18-320-00203,18-320-00204,18-320-00205,18-320-00206,18-320-00207,18-321,18-321-00208,18-321-00209,18-321-00210,18-321-00211,18-321-00212,18-321-00213,18-321-00214,18-321-00215,18-321-00216,18-321-00217,18-321-00218,18-321-00272,18-321-00273,18-322,18-322-00219,18-322-00220,18-322-00221,18-322-00267,18-323,18-323-00222,18-323-00223,18-323-00224,18-323-00225,18-323-00226,18-323-00227,18-323-00228,18-323-00230,18-324,18-324-00231,18-324-00232,18-324-00233,18-324-00234,18-324-00260,18-324-00262,18-324-00263,18-325,18-325-00237,18-325-00238,18-325-00239,18-325-00269,18-325-00270,18-326,18-326-00240,18-326-00241,18-326-00242,18-326-00243,18-326-00244,18-326-00245,18-326-00246,18-326-00247,18-326-00268,18-755,18-755-00248,18-755-00278,18-755-00279,18-756,18-756-00249,18-756-00250,18-756-00251,18-757,18-757-00252,18-757-00253,18-757-00254,18-758,18-758-00256,18-758-00257,18-759,18-759-00255,18-760,18-760-00280,18-760-00281,18-799,18-799-00124,18-799-00125,18-799-00265,18-816,18-816-00235,18-816-00236,18-816-00258,18-816-00259,18-816-00261
avg-electricity,2021_04,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
avg-electricity,2021_05,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
avg-electricity,2021_06,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
avg-electricity,2021_07,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
avg-electricity,2021_08,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
avg-electricity,2021_09,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
avg-electricity,2021_10,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
avg-electricity,2021_11,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
avg-electricity,2021_12,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
avg-electricity,2022_01,2021-2022,9.0,6.1,4.9,9.2,9.4,9.0,7.3,7.3,18.5,7.5,5.4,6.0,10.0,7.0,8.9,8.7,6.7,8.9,8.1,8.8,8.3,9.6,9.7,8.0,5.9,3.9,10.2,8.3,8.6,11.1,7.2,3.8,5.8,8.8,8.9,8.6,9.8,9.1,10.4,7.3,12.4,12.3,9.1,8.4,9.8,8.9,9.0,12.5,8.7,8.3,8.6,9.4,7.8,8.6,8.9,8.4,6.5,7.0,3.0,7.0,8.1,8.5,7.4,8.3,8.6,4.5,9.4,11.2,9.3,10.2,9.3,11.3,9.6,12.4,9.2,9.6,10.1,10.4,9.5,10.8,10.4,10.8,10.3,7.9,8.7,11.6,13.0,10.2,8.8,8.5,8.2,9.9,9.6,9.4,7.2,7.2,7.7,7.9,6.0,8.1,7.4,8.4,10.8,6.0,9.8,9.6,10.1,11.5,7.0,10.6,9.8,12.7,12.2,8.9,7.6,7.5,9.5,9.9,10.8,9.9,7.4,9.1,10.4,8.0,7.9,11.6,7.7,8.2,9.4,6.0,7.4,9.3,9.1,10.1,11.3,10.8,11.3,9.4,9.2,8.8,8.9,9.2,9.2,11.5,11.9,9.2,10.2,12.1,19.5,8.8,10.2,9.8,10.5,10.3,10.1,8.8,14.3,12.2,9.4,12.6,6.0,9.0,7.8,13.9,7.2,8.5,8.0,11.4,6.2,9.2,8.2,8.8,8.7,10.1,10.1,8.3,10.5,7.6,8.3,8.3,8.7,8.6,7.4,7.2,8.3,8.6,8.4,8.3,9.2,8.9,9.4,8.5,8.7,8.0,9.5,6.7,7.9,6.7,2.9,10.4,5.8,5.8,9.4,9.3,9.4,7.0,7.6,5.9,7.4,11.6,9.2,20.0,11.6,7.5,9.5
