Unnamed: 0,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,max_rain,mean_rain,count,sum_rain,month
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,238.4476786404848,175.18585812214238,968,169579.91066223383,2015_04
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,170.44257889688015,166.42979596363935,148,24631.609802618623,2015_04
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,238.4476786404848,224.5800010950143,271,60861.18029674888,2015_04
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,251.90999546647072,221.2120602268734,894,197763.5818428248,2015_04
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,174.88774698972702,162.79850631952286,256,41676.41761779785,2015_04
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,172.54845164716244,160.82007272942093,93,14956.266763836144,2015_04
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,162.30707377195358,162.30707377195358,114,18503.00641000271,2015_04
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,238.4476786404848,181.4286200353405,91,16510.004423215985,2015_04
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,174.88774698972702,170.7489629782344,190,32442.30296586454,2015_04
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,176.1212056875229,144.97234692279972,201,29139.441731482744,2015_04
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,176.1212056875229,162.15480430866336,182,29512.17438417673,2015_04
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,176.1212056875229,172.59015478240326,320,55228.84953036904,2015_04
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,238.4476786404848,174.79631124019846,268,46845.41141237319,2015_04
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,186.4777781367302,181.85478818483568,178,32370.15229690075,2015_04
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,186.61637604236603,173.08915412125927,437,75639.9603509903,2015_04
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,186.61637604236603,185.80089927760915,488,90670.83884747326,2015_04
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,186.61637604236603,174.83057454639467,435,76051.29992768168,2015_04
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,182.3586023375392,175.6024768172667,174,30554.830966204405,2015_04
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,182.3586023375392,182.3586023375392,250,45589.6505843848,2015_04
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,201.99596352875236,175.17189130229207,212,37136.44095608592,2015_04
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,182.3586023375392,177.54168564572475,458,81314.09202574193,2015_04
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,181.5973949432373,179.3516152948141,286,51294.56197431684,2015_04
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,194.16687613725665,179.5010739248168,239,42900.756668031216,2015_04
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,194.16687613725665,194.16687613725665,150,29125.031420588493,2015_04
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,194.16687613725665,191.0217648645242,36,6876.783535122871,2015_04
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,167.09493631124496,149.21032675770016,196,29245.224044509232,2015_04
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,167.09493631124496,159.84751723251213,211,33727.82613606006,2015_04
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,135.7274411022663,132.1362416058569,355,46908.3657700792,2015_04
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,164.06086820363998,135.88341460215398,166,22556.64682395756,2015_04
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,304.8294642865658,272.13179055234434,532,144774.11257384715,2015_04
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,266.6229627132416,196.20714020661552,309,60628.006323844194,2015_04
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,204.95963878929612,202.1643990730103,278,56201.70294229686,2015_04
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,164.06086820363998,163.68308917562166,225,36828.69506451488,2015_04
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,204.95963878929612,141.8458066993792,336,47660.191050991416,2015_04
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,136.6925656348467,133.35310400427355,308,41072.756033316255,2015_04
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,136.6925656348467,122.24353525076988,346,42296.26319676638,2015_04
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,187.0215709805489,169.07342056188995,1121,189531.30444987863,2015_04
37,Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,272.02695113420486,185.20820111734432,905,167613.4220111966,2015_04
38,Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,272.02695113420486,199.9267122541683,492,98363.9424290508,2015_04
39,Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,304.8294642865658,268.81845260717574,611,164248.07454298437,2015_04
40,Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,261.0670276582241,212.50717694817604,348,73952.49757796526,2015_04
41,Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,238.26360833644867,215.277262751656,365,78576.20090435445,2015_04
42,Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,235.08282551169395,230.3071951763332,300,69092.15855289996,2015_04
43,Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,247.7664423584938,241.4290001093092,477,115161.63305214047,2015_04
44,North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,236.855524212122,224.3819342073348,556,124756.35541927814,2015_04
45,Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,250.8506087064743,248.31878398770377,420,104293.8892748356,2015_04
46,Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,250.8506087064743,235.1839073101296,259,60912.631993323565,2015_04
47,Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,250.8506087064743,245.5476786211133,10,2455.476786211133,2015_04
48,Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,247.7664423584938,245.61358012946752,143,35122.741958513856,2015_04
49,Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,250.8506087064743,244.51311410505355,361,88269.23419192433,2015_04
50,Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,317.4821768850088,267.1375520827129,684,182722.0856245756,2015_04
51,Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,317.4821768850088,310.4316185461873,777,241205.3676103875,2015_04
52,Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,250.8506087064743,244.6525965721025,293,71683.21079562604,2015_04
53,Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,335.4409444630146,317.511681614322,781,247976.6233407855,2015_04
54,Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,342.927079603076,312.4027396999126,860,268666.35614192486,2015_04
55,Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,342.927079603076,301.10477130629783,812,244497.07430071384,2015_04
56,Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,346.3724085688591,326.4493552947757,1028,335589.9372430295,2015_04
57,Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,324.3089819252491,292.88123592430003,661,193594.4969459623,2015_04
58,Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,324.3089819252491,314.606542413919,358,112629.142184183,2015_04
59,Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,317.4821768850088,313.9002742557161,603,189281.8653761968,2015_04
60,Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,324.3089819252491,306.4034964342295,322,98661.9258518219,2015_04
61,Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,324.3089819252491,315.8901423646436,362,114352.23153600097,2015_04
62,Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,324.3089819252491,321.2722288376792,358,115015.45792388916,2015_04
63,Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,324.3089819252491,297.3321455184405,428,127258.15828189254,2015_04
64,Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,307.2719306051731,291.5459017567251,435,126822.46726417542,2015_04
