,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,max,mean,count,sum
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,133.91377449035645,107.34116092744506,968,103906.24377776682
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,95.24306380748749,92.80757354199886,148,13735.520884215832
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,129.06161911785603,115.31867129974259,271,31251.359922230244
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,129.06161911785603,121.17442377516687,894,108329.93485499918
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,90.30535751581192,89.75596676964778,256,22977.527493029833
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,113.24762187898159,91.77716037855353,93,8535.275915205479
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,90.30535751581192,90.30535751581192,114,10294.810756802559
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,122.25194352865219,81.36366821088633,91,7404.093807190657
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,90.30535751581192,76.54169225598636,190,14542.92152863741
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,113.24762187898159,110.2652202974727,201,22163.30927979201
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,113.24762187898159,87.8090588313292,182,15981.248707301915
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,90.30535751581192,68.73117544346023,320,21993.976141907275
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,122.25194352865219,76.77999102157443,268,20577.037593781948
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,102.27498115599155,91.89062217463938,178,16356.53074708581
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,102.27498115599155,81.15055340620555,437,35462.791838511825
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,110.75286237895489,95.54502769064952,488,46625.973513036966
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,114.41721332073212,111.68649602426194,435,48583.62577055395
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,114.41721332073212,113.10431311425121,174,19680.15048187971
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,109.22528977692127,109.22528977692127,250,27306.322444230318
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,110.75286237895489,102.77132599554815,212,21787.52111105621
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,114.41721332073212,98.28697727252953,458,45015.435590818524
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,84.1478520333767,77.45194934829549,286,22151.25751361251
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,84.1478520333767,75.32654617951256,239,18003.0445369035
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,71.79470390081406,71.79470390081406,150,10769.205585122108
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,71.79470390081406,71.08053655094571,36,2558.8993158340454
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,48.199212938547134,40.31018832249909,196,7900.796911209822
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,68.89465309679508,54.13666260320146,211,11422.835809275508
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,61.35869561135769,39.46956574776223,355,14011.695840455592
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,68.89465309679508,61.0590397936393,166,10135.800605744123
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,68.3341745659709,50.30332350260333,532,26761.36810338497
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,66.75389221310616,60.03673466965315,309,18551.351012922823
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,68.89465309679508,66.90020320875396,278,18598.2564920336
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,68.89465309679508,68.79417366365591,225,15478.689074322581
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,68.89465309679508,64.39220330292093,336,21635.780309781432
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,64.69750556349754,61.39035558342547,308,18908.229519695044
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,64.69750556349754,57.22856060135571,346,19801.081968069077
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,90.74572482705116,55.549442393274894,1121,62270.92492286116
37,Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,134.47899389266968,80.84330930233989,905,73163.1949186176
38,Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,104.65405563265085,77.93802911212774,492,38345.51032316685
39,Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,134.47899389266968,101.95768251690751,611,62296.14401783049
40,Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,43.66168764233589,40.36664217933156,348,14047.591478407383
41,Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,96.64958799630404,38.012311950734215,365,13874.49386201799
