,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,max,mean,count,sum
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,1058.721861988306,628.7216323951706,968,608602.5401585251
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,598.8780118227005,550.7974312970969,148,81518.01983197033
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,652.9870449304581,579.5000072923864,271,157044.5019762367
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,652.9870449304581,602.1816180293058,894,538350.3665181994
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,501.39957459270954,496.9116576706292,256,127209.38436368108
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,823.1081102192402,527.2624212646035,93,49035.40517760813
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,501.39957459270954,501.39957459270954,114,57159.55150356889
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,595.7720038592815,407.8025868210819,91,37110.03540071845
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,501.39957459270954,419.9527474396323,190,79791.02201353014
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,823.1081102192402,802.9812348827497,201,161399.2282114327
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,823.1081102192402,624.6585671380162,182,113687.85921911895
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,553.407980710268,438.06211593286133,320,140179.87709851563
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,595.7720038592815,390.2906096520375,268,104597.88338674605
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,413.6876274943352,402.8466749460845,178,71706.70814040303
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,417.18780232965946,394.2096827499722,437,172269.63136173785
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,413.6876274943352,401.0153811405428,488,195695.5059965849
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,407.0666825771332,397.5096951390135,435,172916.71738547087
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,399.1235127747059,385.09650475506123,174,67006.79182738066
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,343.65307196974754,343.65307196974754,250,85913.26799243689
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,462.63875226676464,380.50773902666174,212,80667.64067365229
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,407.0666825771332,344.577809573326,458,157816.63678458333
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,301.43333172798157,267.30659321138074,286,76449.6856584549
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,301.43333172798157,280.9310620289966,239,67142.52382493019
