,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,max,mean,count,sum
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,98.31052225828171,79.51979132018953,968,76975.15799794346
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,98.31052225828171,88.23471664093636,148,13058.738062858582
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,98.31052225828171,53.4770906181573,271,14492.291557520628
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,49.07628697156906,43.806324443611125,894,39162.85405258834
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,77.88286155462265,76.00318714708555,256,19456.815909653902
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,77.88286155462265,75.4948738986446,93,7021.023272573948
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,77.88286155462265,77.88286155462265,114,8878.646217226982
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,49.07628697156906,31.437339003924485,91,2860.797849357128
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,77.88286155462265,36.54279120086055,190,6943.130328163505
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,63.29774308204651,60.47357313312701,201,12155.18819975853
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,77.88286155462265,42.132185502039206,182,7668.057761371136
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,77.88286155462265,27.35773002561182,320,8754.473608195782
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,77.88286155462265,31.092117408540712,268,8332.68746548891
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,29.763196721673012,23.309875068955876,178,4149.157762274146
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,29.763196721673012,27.316043851952532,437,11937.111163303256
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,29.763196721673012,23.162279036506767,488,11303.192169815302
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,52.87142026424408,33.689490886392264,435,14654.928535580635
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,52.87142026424408,40.25558670772903,174,7004.472087144852
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,52.87142026424408,52.87142026424408,250,13217.85506606102
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,34.7838933467865,20.937444649461025,212,4438.738265685737
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,52.87142026424408,29.191479705697063,458,13369.697705209255
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,35.98627281188965,31.26669464588582,286,8942.274668723345
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,35.98627281188965,31.682577110484054,239,7572.135929405689
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,27.595452547073364,27.595452547073364,150,4139.317882061005
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,42.517355382442474,28.424447149038315,36,1023.2800973653793
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,35.778635166585445,28.51565104293428,196,5589.067604415119
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,44.743307650089264,36.13695917624574,211,7624.898386187851
