,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.0005899259199367718,968
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.0,148
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.005812022320189202,271
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,0.009673452079661733,894
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.0,256
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.0,93
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.0,114
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,0.001283580172530982,91
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.0,190
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,0.0,201
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.0,182
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.0,320
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,2.722461520908082e-05,268
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,0.015370737495263359,178
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.0017783508675999682,437
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.016346139355603504,488
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.023657526937201148,435
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.021920227036460224,174
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.013844505433113344,250
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,0.02544771086785101,212
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.01819209367402054,458
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,0.004894181351521309,286
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,0.0033741729882809618,239
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,0.0,150
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,0.0,36
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,0.0,196
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,0.0,211
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,0.010773262902857336,355
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,0.0,166
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,0.18479788949315099,532
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,0.1014681130193422,309
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,0.011652559080016561,278
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,0.0,225
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,0.11179244319998449,336
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,0.018618891578266,308
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,0.230712440828323,346
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,0.0005521321978652321,1121
37,Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,0.11322134061625373,905
38,Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,0.07306598231133875,492
39,Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,0.45258058066161294,611
40,Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,0.42244365679574625,348
41,Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,0.3362314262803129,365
42,Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,0.5700892753947167,300
43,Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,0.6684015721713521,477
44,North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,0.5095721372120285,556
45,Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,0.6413249590246723,420
46,Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,0.5798184316587234,259
47,Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,0.7031340045554023,10
48,Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,0.737043817686209,143
49,Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,0.7128308174019683,361
50,Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,0.6934992319408301,684
51,Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,0.9567278949705839,777
52,Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,0.7151040569682761,293
53,Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,0.9535676421263171,781
54,Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,0.8138448629986609,860
55,Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,0.6696925568365505,812
56,Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,0.8420742316314376,1028
57,Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,0.6229620209742498,661
58,Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,0.6333038105279781,358
59,Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,0.6967908209554967,603
60,Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,0.44282757049750004,322
61,Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,0.5312945885194367,362
62,Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,0.3889801883430583,358
63,Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,0.3534108561968764,428
64,Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,0.5516655954478801,435
65,Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,0.4835037848546477,353
66,Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,0.3389637159123124,291
67,Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,0.4077054565746664,350
68,Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,0.2523335300716719,404
69,Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,0.1816283358892739,387
70,Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,0.20913187725875426,394
71,Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,0.35312679043351025,770
72,Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,0.153620941224051,427
73,Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,0.14322465949878546,293
74,Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,0.12962569403614368,588
75,Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,0.12942835361125968,288
76,Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,0.32465618328012,815
77,Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,0.5179798489570553,2226
78,Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,0.16794404283765602,1422
79,Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,0.6144029901186991,1316
80,Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,0.38424740699059096,917
81,Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,0.22680644272463424,505
82,Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,0.508247249639746,1642
83,Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,0.24103036307819278,667
84,Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,0.14700656537066195,749
85,Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,0.16244249067698052,396
86,Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,0.07890130669883128,890
87,Lakhipur,CACHAR,188,Cachar,Lakhipur,,754436388.7,754,0.08246136636102946,682
88,Karimganj,KARIMGANJ,189,Karimganj,Karimganj,y,178166572.6,178,0.0338196818339837,155
89,Badarpur,KARIMGANJ,190,Karimganj,Badarpur,,134391085.3,134,0.039364332152951154,121
90,Nilambazar,KARIMGANJ,191,Karimganj,Nilambazar,,280417099.0,280,0.027693352044161495,249
91,Patharkandi,KARIMGANJ,192,Karimganj,Patherkandi,,672170922.1,672,0.07706994410163612,600
92,"Ramkrishna
Nagar",KARIMGANJ,193,Karimganj,RK Nagar,,575000985.9,575,0.08114101209176021,508
93,Algapur,HAILAKANDI,194,Hailakandi,Algapur,,156280173.0,156,0.04960683801467766,137
94,Hailakandi,HAILAKANDI,195,Hailakandi,Hailakandi,y,160989094.7,161,0.048277728814834754,145
95,Lala,HAILAKANDI,196,Hailakandi,Lala,,270081600.3,270,0.08270230418171955,242
96,Katlichara,HAILAKANDI,197,Hailakandi,Katlicherra,,741771269.3,742,0.0934839961263739,659
97,"Bongaigaon
(Pt)",BONGAIGAON,198,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,0.050930955039683555,173
98,Boitamari,BONGAIGAON,199,Bongaigaon,Boitamari,,297089853.0,297,0.02570831890737789,264
99,Srijangram,BONGAIGAON,200,Bongaigaon,Srijangram,,347583760.8,348,0.03209772968558461,312
100,Sidli (Pt-II),BONGAIGAON,201,Bongaigaon,Sidli (Pt-II),,85041947.25,85,0.0524479485031393,78
101,Manikpur,BONGAIGAON,202,Bongaigaon,Manikpur,,169010249.7,169,0.036418026493441676,155
102,Kokrajhar (Pt),CHIRANG,203,Chirang,Kokrajhar (Pt),,12538462.77,13,0.05733484606589041,10
103,Barnagar (Pt),CHIRANG,204,Chirang,Barnagar (Pt),,34321102.47,34,0.021150555124391998,31
104,Bengtal,CHIRANG,205,Chirang,Bengtal,,715955682.4,716,0.059480284112844575,651
105,Sidli (Pt),CHIRANG,206,Chirang,Sidli (Pt),,228893704.6,229,0.05591865788127182,212
106,Bijni (Pt),CHIRANG,207,Chirang,Bijni (Pt),,934195919.7,934,0.03325936246416457,846
107,"Rangia
(Pt)",KAMRUP,208,Kamrup,"Rangia
(Pt)",,186407362.6,186,0.0003231536080134874,166
108,Koya,KAMRUP,209,Kamrup,Kayan,,53612722.14,54,0.0019371263502586274,48
109,Kamalpur,KAMRUP,210,Kamrup,Kamalpur,,250170012.1,250,0.0002205606417102334,227
110,Hajo,KAMRUP,211,Kamrup,Hajo,,412841145.7,413,0.0032981883167117394,373
111,Chhaygaon,KAMRUP,212,Kamrup,Chhaygaon,,470741379.3,471,0.04674530782702454,429
112,Goroimari,KAMRUP,213,Kamrup,Goroimari,,176568213.2,177,0.013960109889638661,161
113,Chamaria,KAMRUP,214,Kamrup,Chamaria,,140144616.8,140,0.012512204620020926,123
114,Nagarbera,KAMRUP,215,Kamrup,Nagarbera,,114577593.0,115,0.013252351343202396,103
115,Boko,KAMRUP,216,Kamrup,Boko,,514044709.4,514,0.06499405046895036,462
116,"North
Guwahati",KAMRUP,217,Kamrup,"North
Guwahati",,90721866.31,91,0.0,78
117,Jalah (Pt),KAMRUP,218,Kamrup,Jalah (Pt),,55787602.64,56,0.0,53
118,Guwahati,KAMRUP METRO,219,KAMRUP METRO,Guwahati,y,101319635.1,101,0.011722322226480359,93
119,Sonapur,KAMRUP METRO,220,KAMRUP METRO,Sonapur,,493242088.4,493,0.010698569300116898,443
