,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,18.328504257734394,968
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,15.106806148132659,148
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,16.560590486175787,271
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,18.12496078514144,894
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,12.217629307858466,256
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,12.993491568790308,93
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,12.430736675377814,114
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,8.145565884543707,91
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,8.594542220315828,190
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,19.04361524172827,201
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,13.135351420935798,182
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,8.994111507363437,320
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,7.15636337059382,268
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,10.945342273049357,178
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,7.430181118673906,437
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,11.484377690514089,488
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,11.737356160768414,435
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,10.123575015176566,174
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,5.813187525157006,250
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,14.382298738692846,212
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,10.766885155875666,458
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,7.299605292045195,286
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,7.357332834043489,239
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,9.729962203291155,150
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,9.839927021961484,36
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,8.391175731678123,196
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,10.2990664971807,211
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,6.7963636288124025,355
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,10.49054489014442,166
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,9.282124147925497,532
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,9.272864325838311,309
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,10.141499206570732,278
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,11.207802075833403,225
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,9.094980976721715,336
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,10.08314918694689,308
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,6.942263213262925,346
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,12.773347800971836,1121
37,Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,15.432528573942523,905
38,Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,12.962873467689471,492
39,Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,15.040402807762238,611
40,Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,13.81956096952674,348
41,Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,15.716067233556567,365
42,Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,27.04612625292232,300
43,Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,17.948934357220065,477
44,North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,17.860157513017096,556
45,Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,13.296622349692656,420
46,Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,13.112548522073078,259
47,Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,14.83434048790124,10
48,Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,18.52906437301216,143
49,Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,15.120062893310307,361
50,Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,12.857554748695126,684
51,Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,12.041504954981932,777
52,Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,17.050317446964435,293
53,Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,13.239317987406077,781
54,Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,10.751401967586585,860
55,Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,11.388681524242433,812
56,Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,8.555072659216293,1028
57,Dibrugarh West,DIBRUGARH,158,Dibrugarh,Dibrugarh West,,723055766.0,723,10.95816680231664,661
58,Dibrugarh East,DIBRUGARH,159,Dibrugarh,Dibrugarh East,,392607310.5,393,8.666367633484745,358
59,Chabua,DIBRUGARH,160,Dibrugarh,Chabua,,658137348.7,658,10.82169260196071,603
60,Tengakhat,DIBRUGARH,161,Dibrugarh,Tengakhat,,355331353.1,355,11.411408893107186,322
61,Moran,DIBRUGARH,162,Dibrugarh,Moran,,394752534.0,395,10.223813680428337,362
62,Tingkhong,DIBRUGARH,163,Dibrugarh,Tingkhong,,391326093.4,391,10.855197082072426,358
63,Naharkatiya,DIBRUGARH,164,Dibrugarh,Naharkatia,,464307367.8,464,11.968848108862327,428
64,Dimow,SIVSAGAR,165,SIVSAGAR,Demow,,478427786.7,478,11.468530944941174,435
65,Sibsagar,SIVSAGAR,166,SIVSAGAR,Sivsagar,y,388026773.7,388,12.050010923570259,353
66,Amguri,SIVSAGAR,167,SIVSAGAR,Amguri,,314868728.7,315,12.22252643476726,291
67,Nazira,SIVSAGAR,168,SIVSAGAR,Nazira,,386224425.1,386,12.62334604468626,350
68,Teok,JORHAT,169,Jorhat,Teok,,449551926.2,450,11.370054644532798,404
69,Titabor,JORHAT,170,Jorhat,Titabor,,419204313.3,419,10.093296560989904,387
70,Mariani,JORHAT,171,Jorhat,Mariani,,436514584.8,437,11.152384388383611,394
71,Bokakhat,GOLAGHAT,172,Golaghat,Bokakhat,,850138736.1,850,8.67562480823273,770
72,Khumtai,GOLAGHAT,173,Golaghat,Khumtai,,473079404.2,473,9.51424702866214,427
73,Dergaon,GOLAGHAT,174,Golaghat,Dergaon,,322577977.5,323,10.053573062657968,293
74,Golaghat,GOLAGHAT,175,Golaghat,Golaghat,y,658333420.5,658,7.991221854439104,588
75,Morangi,GOLAGHAT,176,Golaghat,Morangi,,318699785.4,319,7.281790680402229,288
76,Sarupathar,GOLAGHAT,177,Golaghat,Sarupathar,,900371843.1,900,9.81230342118204,815
77,Diphu,K.ANGLONG,178,Karbi Anglong,Diphu,y,2467568183.0,2468,8.556497820242223,2226
78,Silonijan,K.ANGLONG,179,K.ANGLONG,Silonijan,,1566331644.0,1566,6.6043179605495395,1422
79,Umrangso,DIMA HASAO,180,Dima Hasao,Umrangso,,1459647329.0,1460,4.327815251975173,1316
80,Haflong,DIMA HASAO,181,Dima Hasao,Haflong,y,1023944193.0,1024,6.685409161506454,917
81,Mahur,DIMA HASAO,182,Dima Hasao,Mahur,,568176425.1,568,8.600210703803265,505
82,Maibong,DIMA HASAO,183,Dima Hasao,Maibong,,1831786745.0,1832,7.861800252472056,1642
83,Katigora,CACHAR,184,Cachar,Katigorah,,744022581.1,744,8.419826617375872,667
84,Silchar,CACHAR,185,Cachar,Silchar,y,837931796.0,838,8.831063495219944,749
85,Udarbond,CACHAR,186,Cachar,Udharbond,,447088875.6,447,8.729193500264065,396
86,Sonai,CACHAR,187,Cachar,Sonai,,999733880.6,1000,9.816778631857249,890
87,Lakhipur,CACHAR,188,Cachar,Lakhipur,,754436388.7,754,8.830212197621305,682
88,Karimganj,KARIMGANJ,189,Karimganj,Karimganj,y,178166572.6,178,10.705071218545926,155
89,Badarpur,KARIMGANJ,190,Karimganj,Badarpur,,134391085.3,134,10.14328991693835,121
90,Nilambazar,KARIMGANJ,191,Karimganj,Nilambazar,,280417099.0,280,10.42319004767561,249
91,Patharkandi,KARIMGANJ,192,Karimganj,Patherkandi,,672170922.1,672,10.26911964196832,600
92,"Ramkrishna
Nagar",KARIMGANJ,193,Karimganj,RK Nagar,,575000985.9,575,11.37908534755789,508
93,Algapur,HAILAKANDI,194,Hailakandi,Algapur,,156280173.0,156,9.849118719170843,137
94,Hailakandi,HAILAKANDI,195,Hailakandi,Hailakandi,y,160989094.7,161,9.887291569697842,145
95,Lala,HAILAKANDI,196,Hailakandi,Lala,,270081600.3,270,10.714728489532067,242
96,Katlichara,HAILAKANDI,197,Hailakandi,Katlicherra,,741771269.3,742,11.418998820912257,659
97,"Bongaigaon
(Pt)",BONGAIGAON,198,Bongaigaon,"Bongaigaon
(Pt)",y,189396060.5,189,18.41878129605224,173
98,Boitamari,BONGAIGAON,199,Bongaigaon,Boitamari,,297089853.0,297,13.610282223810962,264
99,Srijangram,BONGAIGAON,200,Bongaigaon,Srijangram,,347583760.8,348,16.131545169138008,312
100,Sidli (Pt-II),BONGAIGAON,201,Bongaigaon,Sidli (Pt-II),,85041947.25,85,18.540511009119285,78
101,Manikpur,BONGAIGAON,202,Bongaigaon,Manikpur,,169010249.7,169,17.407148961578645,155
102,Kokrajhar (Pt),CHIRANG,203,Chirang,Kokrajhar (Pt),,12538462.77,13,19.442468708561314,10
103,Barnagar (Pt),CHIRANG,204,Chirang,Barnagar (Pt),,34321102.47,34,16.482765626569318,31
104,Bengtal,CHIRANG,205,Chirang,Bengtal,,715955682.4,716,24.37171278460964,651
105,Sidli (Pt),CHIRANG,206,Chirang,Sidli (Pt),,228893704.6,229,19.383002496113047,212
106,Bijni (Pt),CHIRANG,207,Chirang,Bijni (Pt),,934195919.7,934,21.599599794411876,846
107,"Rangia
(Pt)",KAMRUP,208,Kamrup,"Rangia
(Pt)",,186407362.6,186,9.2486233881219,166
108,Koya,KAMRUP,209,Kamrup,Kayan,,53612722.14,54,7.538320896566234,48
109,Kamalpur,KAMRUP,210,Kamrup,Kamalpur,,250170012.1,250,7.437679064183628,227
110,Hajo,KAMRUP,211,Kamrup,Hajo,,412841145.7,413,6.710763074021422,373
111,Chhaygaon,KAMRUP,212,Kamrup,Chhaygaon,,470741379.3,471,5.194218534223566,429
112,Goroimari,KAMRUP,213,Kamrup,Goroimari,,176568213.2,177,5.118081426807382,161
113,Chamaria,KAMRUP,214,Kamrup,Chamaria,,140144616.8,140,5.492749066907622,123
114,Nagarbera,KAMRUP,215,Kamrup,Nagarbera,,114577593.0,115,5.892305870279974,103
115,Boko,KAMRUP,216,Kamrup,Boko,,514044709.4,514,5.739342024296235,462
116,"North
Guwahati",KAMRUP,217,Kamrup,"North
Guwahati",,90721866.31,91,6.679175950346455,78
117,Jalah (Pt),KAMRUP,218,Kamrup,Jalah (Pt),,55787602.64,56,11.197615607130912,53
118,Guwahati,KAMRUP METRO,219,KAMRUP METRO,Guwahati,y,101319635.1,101,6.481564448699951,93
119,Sonapur,KAMRUP METRO,220,KAMRUP METRO,Sonapur,,493242088.4,493,6.409475804400628,443
120,Chandrapur,KAMRUP METRO,221,KAMRUP METRO,Chandrapur,,124600101.5,125,6.7847640329740155,112
121,"Tihu
(Pt)",NALBARI,222,Nalbari,"Tihu
(Pt)",,94935581.15,95,9.729962203291155,89
122,"Pachim
Nalbari",NALBARI,223,Nalbari,Pachim Nalbari,,148606921.2,149,8.128958344772869,135
123,Barkhetri,NALBARI,224,Nalbari,Barkhetri,,370577388.2,371,5.780600995502302,338
