,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,max,mean,count,sum
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,617.3023293912411,535.4068995794697,968,518273.87879292667
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,580.0533601045609,564.2265002054943,148,83505.52203041315
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,646.4287895262241,610.204430351618,271,165365.4006252885
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,705.7574744224548,576.9157513604569,894,515762.6817162484
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,646.4287895262241,582.6461503163446,256,149157.4144809842
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,580.0533601045609,575.5345442391211,93,53524.71261423826
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,580.0533601045609,580.0533601045609,114,66126.08305191994
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,646.4287895262241,640.8204090372546,91,58314.657222390175
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,646.4287895262241,577.1773228784925,190,109663.69134691358
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,545.8568283319473,541.1466599782901,201,108770.47865563631
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,580.0533601045609,515.8767463895646,182,93889.56784290075
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,580.0533601045609,506.6222728241235,320,162119.12730371952
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,646.4287895262241,644.5864221154532,268,172749.16112694144
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,646.4287895262241,571.8219925849123,178,101784.31468011439
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,646.4287895262241,598.3715097472174,437,261488.349759534
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,646.4287895262241,525.782864548388,488,256582.03789961338
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,526.5306094363332,418.7028730082272,435,182135.74975857884
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,401.8090013861656,395.0212984710247,174,68733.70593395829
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,374.96672167629004,374.96672167629004,250,93741.68041907251
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,596.200781583786,479.7245484298833,212,101701.60426713526
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,500.79189825057983,469.80500414580365,458,215170.69189877808
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,596.200781583786,527.820922763406,286,150956.7839103341
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,596.200781583786,483.71678734399285,239,115608.31217521429
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,539.3176398277283,539.3176398277283,150,80897.64597415924
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,539.3176398277283,530.7184247838127,36,19105.863292217255
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,288.63723024725914,211.30608003799404,196,41415.99168744683
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,322.14046412706375,274.32488325661956,211,57882.55036714673
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,190.13344371318817,143.37090768291498,355,50896.672227434814
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,322.14046412706375,190.27067761141134,166,31584.93248349428
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,361.5339916795492,287.8896373643967,532,153157.28707785904
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,306.6429940164089,249.92851212017936,309,77227.91024513543
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,322.14046412706375,307.7021736282882,278,85541.20426866412
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,322.14046412706375,320.3803705215454,225,72085.58336734772
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,322.14046412706375,202.11291378718755,336,67909.93903249502
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,190.13344371318817,183.42708653603475,308,56495.5426530987
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,190.13344371318817,136.46361676995465,346,47216.41140240431
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,370.4641543626785,332.56691830672395,1121,372807.51542183757
37,Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,407.74798834323883,342.2298777383665,905,309718.03935322165
38,Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,389.4897109866142,337.21181740296805,492,165908.2141622603
39,Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,407.74798834323883,380.83804468052085,611,232692.04529979825
40,Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,301.49542689323425,296.32605660252875,348,103121.46769768
41,Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,426.8465926647186,298.4775634277765,365,108944.31065113842
42,Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,342.8022076934576,329.9620137016475,300,98988.60411049426
43,Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,350.39704278856516,344.69807529586916,477,164420.9819161296
44,North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,342.8022076934576,314.93814172863745,556,175105.60680112243
45,Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,373.03910490870476,365.23410068934874,420,153398.32228952646
46,Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,373.03910490870476,337.98459851488644,259,87538.01101535559
47,Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,373.03910490870476,354.28063092827796,10,3542.8063092827797
48,Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,350.39704278856516,346.53606610015765,143,49554.65745232254
49,Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,373.03910490870476,350.62098404566996,361,126574.17524048686
50,Sissibargaon,DHEMAJI,151,Dhemaji,Sissiborgaon,,745985547.0,746,373.03910490870476,325.53398108030314,684,222665.24305892736
51,Jonai,DHEMAJI,152,Dhemaji,Jonai,,852661889.7,853,309.1975505501032,247.92316303818345,777,192636.29768066853
52,Gogamukh,DHEMAJI,153,Dhemaji,Gogamukh,,323763379.2,324,373.03910490870476,348.18325718344784,293,102017.69435475022
53,Sadiya,TINSUKIA,154,Tinsukia,Sadiya,,851463185.0,851,264.6828538477421,195.92522141407989,781,153017.5979243964
54,Doom Dooma,TINSUKIA,155,Tinsukia,Doom Dooma,,936656924.2,937,226.30539771914482,186.45755312284237,860,160353.49568564445
55,Tinsukia,TINSUKIA,156,Tinsukia,Tinsukia,y,890346165.2,890,236.36034412682056,206.78615941452276,812,167910.36144459248
56,Margherita,TINSUKIA,157,Tinsukia,Margherita,,1132319376.0,1132,201.94360844790936,137.829770065315,1028,141689.0036271438
