,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,max,mean,count,sum
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,254.87144696712494,231.32556992878537,968,223923.15169106424
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,254.87144696712494,224.0387699643301,148,33157.737954720855
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,254.87144696712494,199.39851083367293,271,54036.996435925364
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,220.69915553927422,192.94039496251068,894,172488.71309648454
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,220.69915553927422,193.46830714156386,256,49527.88662824035
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,249.46119397878647,195.51173280852456,93,18182.591151192784
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,192.36136208474636,192.36136208474636,114,21929.195277661085
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,220.69915553927422,216.93120628497104,91,19740.739771932364
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,249.46119397878647,224.29795971606907,190,42616.61234605312
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,234.38803279399872,216.1780137019371,201,43451.780754089355
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,249.46119397878647,227.93886286536087,182,41484.87304149568
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,249.46119397878647,245.21026453129016,320,78467.28465001285
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,220.69915553927422,219.8421628431264,268,58917.69964195788
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,220.69915553927422,202.33543482715828,178,36015.707399234176
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,249.46119397878647,213.3050337654775,437,93214.29975551367
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,220.69915553927422,187.3695639951124,488,91436.34722961485
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,201.84649023413658,195.61920373289064,435,85094.35362380743
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,201.84649023413658,197.6294998959906,174,34387.53298190236
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,201.84649023413658,201.84649023413658,250,50461.622558534145
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,277.8576536923647,211.93844390635923,212,44930.95010814816
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,256.2824294269085,226.0764632430985,458,103543.02016533911
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,277.8576536923647,262.1031021584685,286,74961.48721732199
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,277.8576536923647,250.0641796843901,239,59765.33894456923
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,274.5371757298708,274.5371757298708,150,41180.57635948062
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,274.5371757298708,271.23436144822176,36,9764.437012135983
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,187.28739896416664,147.8086837576132,196,28970.502016492188
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,361.46717911958694,202.5119908216511,211,42730.03006336838
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,361.46717911958694,167.01897116003323,355,59291.73476181179
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,361.46717911958694,357.76606047198356,166,59389.16603834927
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,274.92185962200165,262.0614137456269,532,139416.67211267352
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,280.3684979379177,272.0157329543316,309,84052.86148288846
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,274.92185962200165,272.2878150681583,278,75696.01258894801
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,361.46717911958694,238.04943611939748,225,53561.12312686443
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,361.46717911958694,292.8081174832547,336,98383.52747437358
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,361.46717911958694,346.5260661933329,308,106730.02838754654
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,361.46717911958694,227.6748986008195,346,78775.51491588354
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,238.48161651194096,212.65400040008785,1121,238385.1344484985
37,Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,238.48161651194096,203.26261485028826,905,183952.66643951088
38,Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,274.92185962200165,253.19535857750995,492,124572.1164201349
39,Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,272.3849562704563,218.27668273675755,611,133367.05315215886
40,Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,177.65216390788555,155.78739838550487,348,54214.0146381557
41,Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,158.61923123151064,154.61931076682595,365,56436.04842989147
42,Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,155.3142490386963,148.29215410336852,300,44487.646231010556
43,Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,153.46898539364338,132.46286118870887,477,63184.78478701413
44,North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,170.9592927992344,156.01850222589837,556,86746.28723759949
45,Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,184.25709146261215,155.0459105508668,420,65119.28243136406
46,Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,170.9592927992344,156.17751565270672,259,40449.97655405104
47,Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,153.49958282709122,110.1611005693674,10,1101.611005693674
48,Subansiri (Pt-II),DHEMAJI,149,Dhemaji,Subansiri (Pt-II),,155210841.0,155,127.7404397726059,102.18015380526757,143,14611.761994153261
49,Dhemaji,DHEMAJI,150,Dhemaji,Dhemaji,y,396211702.6,396,153.49958282709122,101.70606623891318,361,36715.88991224766
