,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,17.070002510371435,968
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,16.284783142496337,148
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,15.244555135447015,271
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,15.761362072579859,894
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,14.701313813240269,256
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,14.903057996880625,93
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,14.710671957333883,114
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,14.569442563266545,91
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,13.075804299714795,190
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,17.41797294606691,201
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,13.704768428639014,182
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,10.927733710247557,320
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,14.479126455060287,268
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,15.880807104957908,178
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,13.983818514583723,437
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,15.631764251646162,488
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,14.41053797268776,435
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,13.137430816945901,174
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,9.969018690288067,250
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,15.615999499870076,212
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,12.951205833524119,458
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,10.087116346317224,286
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,9.589591955862202,239
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,9.098130239546299,150
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,9.207842666766158,36
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,8.667876795081257,196
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,8.691048936502298,211
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,10.851534261849006,355
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,14.248408439981354,166
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,11.832495366259103,532
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,11.524070146774719,309
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,10.893625975837953,278
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,9.254575892941817,225
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,12.341774299572265,336
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,14.029361279805503,308
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,11.559077333489537,346
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,9.898485120447695,1121
