,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,max,mean,count,sum
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,121.24625024199486,94.2116433876328,968,91196.87079922855
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,108.95372895896435,104.10656015232608,148,15407.77090254426
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,158.75235031545162,92.14270309427567,271,24970.672538548708
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,158.75235031545162,88.18757971637868,894,78839.69626644254
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,158.75235031545162,110.89898760570213,256,28390.140827059746
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,166.0415527522564,111.23884527994099,93,10345.212611034513
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,108.95372895896435,108.95372895896435,114,12420.725101321936
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,158.75235031545162,150.62942386819765,91,13707.277572005987
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,175.4026916027069,155.62719874311435,190,29569.167761191726
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,180.57346691936255,125.67365447164916,201,25260.40454880148
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,180.57346691936255,151.991174140679,182,27662.393693603575
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,180.57346691936255,165.58426141331438,320,52986.9636522606
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,158.75235031545162,157.17448800151695,268,42122.76278440654
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,158.75235031545162,137.5039684292808,178,24475.706380411983
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,175.4026916027069,166.66567562428438,437,72832.90024781227
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,175.4026916027069,129.72504565989996,488,63305.82228203118
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,139.77696979045868,122.08189516187399,435,53105.62439541519
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,139.77696979045868,126.93132931079673,174,22086.05130007863
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,139.77696979045868,139.77696979045868,250,34944.24244761467
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,136.77070574462414,109.8145397324115,212,23280.68242327124
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,139.77696979045868,122.55749152060679,458,56131.33111643791
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,136.77070574462414,134.8022991329744,286,38553.45755203068
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,136.77070574462414,110.81980284954963,239,26485.93288104236
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,96.35452465713024,96.35452465713024,150,14453.178698569536
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,96.35452465713024,94.17027260611455,36,3390.1298138201237
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,118.91403405368328,105.19618446273464,196,20618.452154695988
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,110.78024344146252,99.2127135024534,211,20933.882549017668
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,114.80677092075348,98.17248275741724,355,34851.23137888312
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,110.78024344146252,47.411489910704184,166,7870.307325176895
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,127.29583430290222,110.4705706574863,532,58770.343589782715
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,115.75442597270012,97.80170690352669,309,30220.72743318975
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,102.21196884661913,93.9841668999506,278,26127.598398186266
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,102.21196884661913,101.46644606113433,225,22829.950363755226
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,102.21196884661913,85.41112335529621,336,28698.13744737953
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,109.54886104166508,53.216457204820664,308,16390.668819084764
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,145.96274757385254,109.73783989319567,346,37969.2926030457
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,200.4704615920782,122.1836594855687,1121,136967.8822833225
37,Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,195.62464156746864,163.18898253017696,905,147686.02918981016
38,Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,165.83403778076172,126.59565597162317,492,62285.0627380386
39,Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,195.62464156746864,163.05584884933677,611,99627.12364694476
40,Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,222.97542542219162,159.32024143469232,348,55443.44401927292
41,Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,277.0627985149622,149.20379484781662,365,54459.38511945307
42,Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,277.0627985149622,247.6428774085641,300,74292.86322256923
43,Kadam,LAKHIMPUR,144,Lakhimpur,Kadam,,523299066.2,523,310.7211400270462,133.98047771184574,477,63908.68786855042
44,North Lakhimpur,LAKHIMPUR,145,Lakhimpur,North Lakhimpur,y,615562945.6,616,277.0627985149622,161.7329024286847,556,89923.49375034869
45,Dhakuakhana (Pt-I),LAKHIMPUR,146,Lakhimpur,Dhakuakhana (Pt-I),,462433414.6,462,122.21242940425873,114.32016828656197,420,48014.470680356026
46,Subansiri (Pt-I),LAKHIMPUR,147,Lakhimpur,Subansiri (Pt-I),,279641275.4,280,113.95379590988159,113.37932940454557,259,29365.2463157773
47,Dhakuakhana (Pt-II),DHEMAJI,148,Dhemaji,Dhakuakhana (Pt-II),,8932180.563,9,129.8538962304592,125.08386613428593,10,1250.8386613428593
