,revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
0,Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,8.200397010690972,968
1,Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,8.151217476738333,148
2,Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,7.344884530736218,271
3,Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,7.109431619858849,894
4,Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,7.881108739681074,256
5,Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,7.983522025231391,93
6,Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,7.836400274435678,114
7,Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,8.746633953904059,91
8,Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,8.361844619622355,190
9,Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,9.37700120205458,201
10,Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,8.397407765831156,182
11,Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,7.89441548976892,320
12,Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,8.943718574626084,268
13,Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,7.881907701224423,178
14,Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,8.623921595166014,437
15,Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,7.571208100915564,488
16,Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,5.874414497149174,435
17,Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,5.219341301484127,174
18,Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,3.8257284462451935,250
19,Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,5.779130227873161,212
20,Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,4.947529020749325,458
21,Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,4.107545027122908,286
22,Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,3.2689745624340563,239
23,Bajali (Pt),BAJALI,124,Barpeta,Bajali (Pt),,167129509.3,167,3.17074011216561,150
24,Jalah (Pt),BAJALI,125,Barpeta,Jalah (Pt),,41272560.57,41,3.2172421878134765,36
25,Bhuragaon,MORIGAON,126,Morigaon,Bhuragaon,,218905955.5,219,3.685926713077288,196
26,Laharighat,MORIGAON,127,Morigaon,Laharighat,,232534594.4,233,4.104793977763321,211
27,Marigaon,MORIGAON,128,Morigaon,Morigaon,y,389659479.6,390,3.4176483331942498,355
28,Mikirbheta,MORIGAON,129,Morigaon,Mikirbheta,,183812069.7,184,4.047132893768419,166
29,Kaliabor,NAGAON,130,Nagaon,Kaliabor,,580444524.8,580,2.809403301809534,532
30,Samaguri,NAGAON,131,Nagaon,Samaguri,,342479635.6,342,3.349664940286384,309
31,Rupahi,NAGAON,132,Nagaon,Rupahi,,305559066.5,306,3.9198956094869826,278
32,Dhing,NAGAON,133,Nagaon,Dhing,,247888462.7,248,4.454326336860658,225
33,Nagaon,NAGAON,134,Nagaon,Nagaon,y,372041429.1,372,3.4987795412784353,336
34,Raha,NAGAON,135,Nagaon,Raha,,340889151.3,341,3.912158734930348,308
35,Kampur,NAGAON,136,Nagaon,Kampur,,375122906.9,375,2.8450493372589176,346
36,Dhekiajuli (Pt),SONITPUR,137,Sonitpur,Dhekiajuli (Pt),,1231160620.0,1231,4.532221994675096,1121
37,Chariduar,SONITPUR,138,Sonitpur,Chariduar,,999613694.8,1000,4.462447554654069,905
38,Tezpur,SONITPUR,139,Sonitpur,Tezpur,y,546146490.7,546,4.401279794717041,492
39,Na-Duar,SONITPUR,140,Sonitpur,Naduar,,668195595.7,668,3.770410825189384,611
40,Narayanpur,LAKHIMPUR,141,Lakhimpur,Narayanpur,,380387815.9,380,4.476487256440966,348
41,Bihpuria,LAKHIMPUR,142,Lakhimpur,Bihpuria,,406987947.4,407,4.693622285143969,365
42,Naobaicha,LAKHIMPUR,143,Lakhimpur,Nowboicha,,329777873.3,330,5.2973277058303365,300
